# Error in mu 0.20
# z   mu
0.385 41.718
0.385 41.994
0.388 41.601
0.389 41.918
0.390 41.538
0.390 41.465
0.390 41.260
0.391 41.977
0.391 41.324
0.391 41.925
0.393 41.436
0.394 41.711
0.394 41.563
0.395 41.463
0.395 41.520
0.395 41.431
0.396 41.655
0.396 42.031
0.396 41.354
0.398 42.093
0.398 41.446
0.399 41.348
0.400 41.412
0.403 41.928
0.406 42.140
0.407 41.779
0.410 41.647
0.410 41.840
0.411 41.853
0.413 41.745
0.415 41.852
0.415 42.058
0.416 41.961
0.416 41.547
0.416 41.500
0.417 41.744
0.417 41.671
0.418 42.160
0.421 41.700
0.421 41.760
0.422 41.712
0.423 41.971
0.423 42.195
0.424 42.159
0.424 41.588
0.425 42.063
0.426 41.887
0.426 42.066
0.427 42.006
0.427 42.044
0.427 42.052
0.428 42.053
0.428 42.245
0.428 41.775
0.429 42.134
0.430 42.133
0.431 41.968
0.431 42.062
0.432 41.892
0.433 42.041
0.433 41.865
0.433 41.847
0.433 42.069
0.435 41.499
0.435 41.909
0.437 41.941
0.438 42.066
0.440 42.036
0.440 42.356
0.441 41.648
0.441 41.723
0.442 41.933
0.443 42.206
0.443 41.952
0.444 42.143
0.446 42.144
0.447 41.870
0.448 41.973
0.450 42.078
0.451 41.832
0.453 42.069
0.455 42.280
0.455 42.096
0.456 42.068
0.457 42.152
0.458 42.492
0.459 42.043
0.460 41.699
0.464 42.770
0.464 42.473
0.464 41.923
0.465 42.223
0.472 42.082
0.472 42.175
0.472 42.444
0.473 42.043
0.473 42.118
0.473 42.163
0.473 42.262
0.474 42.375
0.475 42.348
0.476 41.874
0.479 42.097
0.481 42.373
0.481 41.956
0.485 42.413
0.485 42.094
0.486 42.242
0.491 42.156
0.491 42.048
0.492 42.118
0.493 42.021
0.493 42.322
0.493 42.317
0.493 42.665
0.494 42.026
0.494 42.087
0.495 42.091
0.496 42.689
0.497 42.349
0.499 42.174
0.500 42.406
0.500 42.338
0.501 42.164
0.501 42.366
0.502 42.132
0.506 42.438
0.506 42.302
0.507 42.776
0.509 41.864
0.510 42.250
0.511 42.439
0.511 42.769
0.514 42.373
0.515 42.460
0.515 42.410
0.515 42.409
0.515 42.054
0.517 42.655
0.518 42.382
0.518 42.242
0.519 42.469
0.519 42.373
0.519 42.419
0.519 42.446
0.519 42.080
0.520 42.162
0.522 42.226
0.525 42.495
0.527 42.355
0.527 42.359
0.527 42.551
0.528 42.191
0.529 42.478
0.529 42.534
0.529 42.530
0.529 42.573
0.530 42.756
0.532 42.820
0.532 42.685
0.533 42.463
0.535 42.759
0.537 42.797
0.537 42.477
0.539 42.547
0.540 42.335
0.540 42.701
0.540 42.641
0.541 42.812
0.541 42.182
0.543 42.660
0.545 42.541
0.545 42.478
0.545 42.815
0.546 42.785
0.547 42.484
0.548 42.613
0.548 42.610
0.549 42.699
0.549 42.895
0.550 42.672
0.551 42.834
0.552 42.841
0.552 42.157
0.553 42.110
0.553 42.430
0.554 42.933
0.555 42.403
0.556 42.270
0.556 42.424
0.556 42.355
0.556 42.576
0.557 42.291
0.557 42.789
0.559 42.543
0.563 42.451
0.564 42.793
0.564 42.636
0.565 42.725
0.565 42.680
0.565 42.824
0.565 42.557
0.567 42.634
0.567 42.845
0.567 42.391
0.567 42.641
0.569 42.834
0.570 42.562
0.571 42.633
0.572 42.543
0.572 42.678
0.573 42.704
0.573 42.593
0.574 42.566
0.575 42.525
0.575 42.762
0.575 42.335
0.575 42.848
0.579 42.508
0.580 42.659
0.581 42.633
0.582 43.026
0.582 42.821
0.583 42.633
0.584 42.642
0.587 42.522
0.588 42.974
0.590 43.240
0.592 42.557
0.592 42.607
0.592 43.083
0.594 42.568
0.594 42.636
0.594 42.892
0.594 42.720
0.596 42.873
0.596 42.920
0.597 42.864
0.599 42.718
0.599 42.542
0.599 42.933
0.600 42.894
0.600 42.607
0.605 42.954
0.606 43.118
0.607 42.842
0.607 42.733
0.608 43.289
0.610 42.906
0.611 42.757
0.612 42.761
0.614 42.865
0.615 42.786
0.616 42.849
0.616 42.439
0.618 43.098
0.619 42.813
0.619 42.468
0.620 42.664
0.622 42.853
0.622 43.210
0.625 43.024
0.626 42.920
0.627 42.613
0.629 42.777
0.630 42.626
0.633 42.795
0.633 43.121
0.635 42.857
0.635 43.186
0.637 42.828
0.638 43.060
0.639 42.798
0.640 43.088
0.641 42.839
0.642 43.077
0.644 43.212
0.644 43.207
0.645 43.451
0.645 43.139
0.646 42.625
0.647 43.263
0.647 42.828
0.649 43.290
0.649 43.117
0.657 43.180
0.657 43.326
0.658 43.076
0.658 42.853
0.659 43.165
0.660 42.988
0.660 42.912
0.662 43.111
0.663 43.217
0.664 43.252
0.664 43.276
0.665 43.129
0.665 43.113
0.665 43.309
0.667 43.206
0.671 43.148
0.671 43.122
0.671 43.249
0.673 43.231
0.674 43.041
0.675 43.197
0.675 43.163
0.675 42.949
0.677 43.122
0.681 43.120
0.682 43.389
0.682 43.203
0.683 43.245
0.684 43.285
0.686 43.452
0.688 43.032
0.688 43.460
0.689 42.959
0.691 43.050
0.691 42.841
0.692 43.269
0.692 43.231
0.693 43.332
0.694 43.252
0.695 43.277
0.696 43.497
0.697 43.233
0.698 43.013
0.699 42.878
0.700 43.127
0.700 42.792
0.700 43.073
0.701 43.447
0.702 43.083
0.702 43.113
0.702 43.530
0.703 43.487
0.704 43.448
0.704 43.431
0.705 43.241
0.705 43.242
0.705 43.475
0.706 43.079
0.707 43.019
0.708 43.262
0.708 43.271
0.711 43.508
0.711 43.332
0.713 43.313
0.714 43.833
0.715 43.059
0.715 43.472
0.717 43.415
0.720 43.052
0.720 43.750
0.721 43.324
0.722 43.328
0.723 43.131
0.723 43.093
0.724 43.310
0.726 43.604
0.726 43.119
0.729 43.354
0.729 42.986
0.730 43.280
0.730 43.264
0.731 43.433
0.732 43.427
0.732 42.779
0.732 42.973
0.734 43.358
0.735 43.562
0.735 43.368
0.739 43.179
0.739 43.400
0.740 42.900
0.740 42.997
0.740 43.472
0.742 43.204
0.744 43.424
0.744 43.155
0.744 43.267
0.746 43.487
0.747 43.408
0.748 43.318
0.748 43.610
0.749 43.610
0.750 43.384
0.751 43.328
0.752 42.986
0.753 43.670
0.754 43.423
0.755 43.566
0.757 43.613
0.757 43.170
0.759 43.279
0.759 43.589
0.760 43.439
0.761 43.311
0.765 43.769
0.766 43.370
0.767 43.614
0.768 43.641
0.768 43.439
0.769 43.583
0.770 43.077
0.770 43.693
0.771 43.308
0.772 43.495
0.772 43.228
0.772 43.006
0.773 43.917
0.775 43.241
0.775 43.498
0.776 43.453
0.777 43.440
0.779 43.044
0.779 43.590
0.780 43.223
0.781 43.295
0.782 43.173
0.783 43.735
0.783 43.619
0.784 43.254
0.786 43.612
0.789 43.323
0.790 44.022
0.790 43.516
0.791 43.482
0.791 43.749
0.792 43.899
0.792 43.613
0.792 43.751
0.793 43.749
0.794 43.433
0.794 43.210
0.795 43.405
0.796 43.311
0.797 43.445
0.797 43.624
0.799 43.427
0.800 43.673
0.800 43.506
0.801 43.721
0.802 43.167
0.803 43.812
0.807 43.322
0.808 43.895
0.810 43.738
0.812 43.985
0.813 43.377
0.815 43.714
0.815 43.424
0.816 43.803
0.816 43.714
0.816 43.586
0.817 43.722
0.818 43.654
0.818 43.729
0.818 43.228
0.820 43.934
0.822 43.449
0.822 43.508
0.824 43.522
0.825 43.780
0.826 43.785
0.827 43.789
0.828 43.453
0.828 43.658
0.830 43.442
0.830 43.079
0.830 43.706
0.831 43.867
0.831 43.531
0.831 43.532
0.833 43.588
0.834 43.874
0.834 43.804
0.834 43.760
0.834 43.461
0.836 43.597
0.836 43.735
0.836 43.474
0.840 43.351
0.844 43.534
0.844 43.570
0.844 43.973
0.844 43.632
0.845 43.594
0.846 43.581
0.847 44.088
0.847 43.211
0.847 43.597
0.848 43.804
0.848 43.569
0.849 43.878
0.851 43.524
0.854 43.805
0.854 43.796
0.854 43.774
0.855 43.408
0.855 43.595
0.858 43.408
0.858 43.806
0.858 43.509
0.860 43.846
0.867 43.564
0.869 43.782
0.870 43.917
0.871 44.033
0.874 43.958
0.874 43.405
0.875 43.966
0.876 43.475
0.878 43.798
0.880 43.823
0.881 43.642
0.881 43.507
0.883 44.031
0.885 43.864
0.885 44.121
0.886 43.677
0.890 44.135
0.890 43.993
0.890 43.876
0.892 43.927
0.894 43.934
0.895 43.956
0.895 43.778
0.896 43.650
0.896 44.019
0.896 44.140
0.898 43.997
0.899 43.910
0.899 43.862
0.899 44.137
0.900 43.800
0.902 43.739
0.902 44.000
0.903 43.793
0.904 44.043
0.905 43.817
0.905 43.877
0.906 43.844
0.906 43.944
0.910 44.239
0.910 44.353
0.912 44.112
0.913 43.760
0.913 43.800
0.914 43.606
0.918 43.564
0.919 43.793
0.920 43.899
0.920 44.251
0.921 44.030
0.924 43.949
0.925 44.037
0.926 44.002
0.927 43.934
0.928 43.826
0.929 44.020
0.930 43.810
0.931 44.353
0.931 43.641
0.934 44.095
0.937 43.811
0.937 44.100
0.937 44.041
0.937 44.088
0.938 44.025
0.939 43.978
0.939 43.775
0.940 44.324
0.940 44.168
0.940 43.798
0.942 44.058
0.944 43.845
0.945 43.679
0.945 43.818
0.947 44.098
0.947 44.472
0.947 44.041
0.948 44.180
0.949 44.702
0.950 44.049
0.951 44.063
0.951 44.259
0.952 44.107
0.952 44.499
0.952 43.831
0.952 43.776
0.953 43.970
0.954 44.114
0.957 44.417
0.957 44.005
0.958 43.968
0.959 43.861
0.959 44.519
0.959 43.826
0.960 43.733
0.961 43.965
0.961 43.671
0.961 43.772
0.962 44.255
0.962 44.056
0.963 44.105
0.964 44.144
0.964 43.940
0.964 43.858
0.965 44.058
0.965 43.924
0.965 43.734
0.965 44.076
0.966 43.946
0.968 44.118
0.968 44.333
0.969 44.266
0.970 43.985
0.971 44.272
0.973 43.835
0.973 43.792
0.974 44.222
0.974 43.949
0.975 44.189
0.976 44.224
0.977 43.635
0.977 44.386
0.978 44.430
0.979 43.600
0.979 44.057
0.979 44.426
0.979 44.045
0.982 44.236
0.982 44.192
0.983 44.151
0.984 44.039
0.984 44.531
0.985 44.014
0.985 44.315
0.986 43.987
0.986 44.028
0.986 44.300
0.987 44.159
0.988 44.193
0.989 43.938
0.991 44.474
0.993 43.995
0.995 44.168
0.995 44.043
0.995 44.078
0.997 44.266
0.998 44.005
0.998 43.987
0.999 44.217
1.000 44.357
1.000 44.196
