# Error in mu 0.20
# Average sig_z 0.10
# z   z2   mu
0.364 0.339 41.203
0.365 0.446 41.571
0.365 0.222 41.416
0.365 0.400 41.522
0.365 0.425 41.547
0.366 0.425 41.806
0.477 0.367 41.117
0.368 0.468 41.404
0.369 0.479 41.469
0.369 0.278 41.771
0.369 0.338 41.827
0.370 0.319 41.533
0.370 0.290 41.638
0.372 0.404 41.515
0.372 0.276 41.478
0.373 0.430 41.066
0.374 0.295 41.988
0.375 0.467 41.600
0.341 0.375 41.480
0.375 0.197 41.263
0.201 0.377 41.504
0.377 0.396 41.500
0.377 0.636 42.016
0.378 0.263 41.703
0.379 0.501 41.602
0.380 0.452 41.911
0.382 0.372 41.566
0.382 0.641 41.622
0.382 0.288 41.814
0.383 0.489 41.325
0.384 0.373 41.807
0.386 0.614 41.310
0.386 0.448 41.692
0.390 0.175 41.398
0.391 0.294 41.782
0.393 0.491 41.858
0.394 0.260 41.765
0.396 0.352 41.604
0.397 0.366 41.780
0.398 0.439 41.802
0.399 0.605 41.562
0.400 0.265 41.356
0.400 0.367 41.649
0.401 0.283 42.166
0.401 0.432 41.926
0.402 0.440 41.432
0.402 0.281 41.866
0.402 0.320 41.898
0.403 0.476 41.909
0.403 0.343 41.461
0.405 0.568 41.750
0.406 0.352 41.837
0.406 0.458 42.008
0.410 0.464 41.802
0.410 0.627 41.796
0.417 0.524 41.614
0.419 0.380 41.862
0.420 0.322 42.172
0.425 0.346 42.024
0.427 0.466 42.225
0.508 0.428 42.421
0.429 0.573 41.814
0.429 0.471 41.862
0.429 0.367 41.731
0.430 0.497 41.784
0.431 0.458 41.874
0.433 0.430 42.031
0.433 0.336 41.592
0.434 0.538 42.219
0.435 0.334 41.756
0.435 0.491 42.157
0.439 0.502 41.893
0.440 0.468 42.337
0.442 0.542 41.505
0.444 0.347 41.971
0.444 0.574 41.998
0.446 0.416 41.939
0.446 0.336 41.958
0.447 0.405 41.972
0.447 0.394 41.948
0.447 0.513 41.995
0.447 0.725 41.938
0.450 0.374 41.925
0.450 0.386 41.805
0.452 0.527 42.152
0.455 0.434 42.125
0.455 0.441 41.758
0.458 0.426 42.329
0.458 0.408 42.096
0.462 0.429 41.908
0.464 0.385 42.291
0.464 0.464 42.142
0.423 0.465 42.001
0.465 0.416 41.854
0.466 0.578 41.943
0.467 0.542 42.110
0.467 0.529 42.191
0.468 0.477 41.890
0.468 0.382 42.148
0.468 0.446 42.396
0.474 0.465 42.074
0.475 0.364 42.044
0.475 0.562 42.323
0.429 0.475 42.321
0.476 0.566 41.842
0.476 0.531 42.457
0.477 0.659 42.393
0.477 0.455 42.160
0.478 0.490 42.148
0.478 0.342 42.715
0.478 0.287 42.449
0.478 0.562 42.491
0.479 0.388 42.618
0.480 0.428 42.088
0.480 0.483 42.527
0.482 0.671 42.200
0.482 0.485 42.205
0.482 0.595 42.315
0.482 0.681 42.065
0.483 0.378 42.258
0.483 0.554 42.362
0.486 0.452 42.301
0.486 0.559 42.366
0.489 0.335 42.201
0.492 0.579 42.251
0.492 0.555 42.234
0.494 0.551 42.209
0.496 0.444 42.393
0.497 0.629 42.480
0.497 0.572 42.007
0.498 0.514 42.235
0.498 0.452 42.355
0.501 0.733 42.260
0.502 0.527 42.653
0.503 0.551 42.214
0.505 0.413 42.294
0.506 0.663 42.272
0.507 0.509 42.406
0.508 0.504 42.269
0.509 0.457 42.565
0.510 0.545 42.524
0.511 0.485 42.162
0.511 0.629 42.659
0.481 0.513 42.838
0.517 0.352 42.206
0.519 0.551 42.649
0.521 0.535 42.503
0.522 0.558 42.717
0.523 0.529 42.139
0.523 0.493 42.469
0.441 0.523 42.646
0.524 0.529 42.299
0.524 0.464 42.649
0.524 0.503 42.176
0.524 0.685 42.401
0.525 0.496 42.660
0.527 0.596 42.566
0.570 0.530 42.564
0.532 0.535 42.676
0.532 0.532 42.555
0.533 0.494 42.578
0.533 0.667 42.258
0.534 0.640 42.468
0.534 0.546 42.440
0.536 0.384 42.455
0.539 0.410 42.883
0.539 0.482 42.127
0.541 0.636 42.717
0.542 0.475 42.510
0.542 0.458 42.693
0.543 0.687 42.600
0.546 0.650 42.539
0.547 0.423 42.814
0.549 0.466 42.506
0.549 0.525 42.566
0.551 0.611 42.547
0.552 0.534 42.572
0.449 0.553 42.674
0.553 0.493 42.365
0.554 0.646 42.235
0.555 0.573 42.595
0.556 0.681 42.630
0.556 0.492 42.675
0.556 0.420 42.552
0.560 0.601 42.205
0.561 0.439 42.898
0.563 0.564 42.340
0.565 0.526 42.696
0.565 0.549 42.737
0.565 0.384 42.880
0.566 0.627 42.775
0.568 0.529 42.746
0.629 0.569 42.745
0.571 0.506 42.744
0.572 0.611 42.337
0.572 0.729 42.466
0.576 0.713 42.431
0.578 0.604 42.521
0.579 0.748 42.660
0.579 0.436 42.558
0.580 0.553 43.013
0.580 0.795 42.920
0.580 0.568 42.585
0.582 0.568 42.703
0.582 0.481 43.085
0.583 0.660 42.578
0.583 0.650 42.417
0.583 0.624 42.425
0.583 0.514 42.546
0.583 0.660 42.630
0.584 0.706 43.142
0.584 0.826 42.973
0.585 0.721 42.376
0.586 0.659 42.597
0.587 0.507 42.826
0.589 0.630 42.757
0.590 0.540 42.876
0.591 0.537 42.748
0.591 0.719 42.828
0.591 0.470 42.823
0.592 0.615 42.783
0.592 0.555 42.831
0.596 0.706 42.961
0.597 0.535 42.709
0.597 0.636 42.941
0.598 0.497 42.763
0.599 0.535 43.016
0.605 0.734 42.837
0.552 0.606 42.983
0.606 0.530 42.612
0.607 0.607 42.876
0.414 0.612 42.984
0.612 0.688 42.659
0.613 0.725 43.080
0.615 0.538 42.283
0.619 0.615 42.750
0.616 0.367 42.697
0.618 0.645 43.435
0.625 0.619 42.770
0.532 0.621 42.605
0.624 0.537 43.347
0.624 0.586 43.068
0.624 0.772 42.938
0.626 0.702 42.808
0.626 0.481 42.852
0.628 0.892 43.180
0.678 0.631 42.578
0.632 0.650 42.918
0.636 0.682 42.707
0.637 0.604 43.038
0.638 0.635 43.051
0.639 0.530 42.878
0.640 0.695 43.377
0.640 0.535 43.142
0.641 0.525 43.003
0.641 0.675 42.887
0.641 0.669 43.193
0.590 0.642 42.494
0.644 0.469 43.128
0.644 0.672 42.738
0.648 0.581 43.452
0.650 0.622 42.741
0.652 0.799 42.914
0.654 0.358 43.122
0.654 0.642 42.700
0.654 0.697 43.262
0.656 0.684 43.283
0.657 0.621 43.024
0.657 0.651 42.554
0.658 0.751 42.841
0.658 0.717 43.423
0.658 0.528 42.581
0.659 0.774 43.004
0.659 0.490 43.155
0.660 0.621 43.067
0.660 0.659 43.084
0.660 0.736 42.879
0.661 0.646 42.869
0.663 0.571 43.080
0.663 0.788 43.325
0.664 0.728 43.153
0.664 0.658 42.853
0.665 0.624 42.974
0.665 0.670 43.296
0.667 0.723 43.002
0.668 0.703 43.235
0.668 0.831 43.254
0.669 0.601 43.175
0.669 0.400 42.809
0.623 0.670 43.245
0.670 0.790 42.997
0.672 0.877 42.506
0.619 0.674 43.049
0.674 0.523 43.587
0.772 0.675 43.325
0.619 0.675 43.615
0.676 0.649 43.380
0.676 0.527 43.333
0.677 0.659 43.071
0.706 0.677 43.360
0.678 0.617 43.161
0.679 0.754 43.125
0.681 0.610 43.030
0.681 0.699 43.497
0.594 0.682 42.941
0.683 0.823 42.792
0.685 0.835 43.005
0.686 0.649 43.231
0.686 0.631 43.123
0.686 0.592 43.190
0.687 0.864 43.484
0.688 0.645 42.710
0.690 0.650 43.065
0.691 0.680 43.625
0.691 0.674 43.356
0.692 0.608 43.482
0.693 0.654 42.894
0.695 0.761 43.246
0.696 0.621 42.893
0.697 0.777 43.295
0.697 0.714 43.139
0.698 0.711 43.155
0.699 0.602 43.554
0.700 0.730 43.507
0.702 0.716 42.635
0.704 0.689 43.007
0.704 0.964 43.202
0.704 0.814 43.202
0.705 0.754 43.207
0.706 0.783 43.296
0.707 0.644 43.560
0.707 0.661 42.848
0.707 0.695 43.255
0.708 0.634 43.705
0.709 0.597 42.689
0.709 0.749 43.056
0.710 0.737 43.610
0.713 0.621 43.054
0.714 0.816 43.024
0.714 0.576 43.284
0.715 0.822 43.329
0.715 0.875 43.333
0.716 0.676 43.337
0.717 0.674 43.083
0.747 0.717 43.648
0.718 0.618 43.413
0.719 0.645 43.092
0.720 0.740 43.311
0.720 0.748 43.221
0.721 0.810 43.408
0.725 0.701 43.242
0.726 0.746 43.039
0.726 0.726 43.555
0.802 0.727 43.468
0.728 0.747 43.182
0.728 0.732 43.157
0.729 0.632 42.926
0.729 0.853 43.094
0.731 0.772 43.263
0.731 0.507 43.287
0.731 0.971 43.230
0.732 0.630 43.268
0.733 0.726 43.203
0.733 0.588 43.670
0.733 0.708 43.517
0.734 0.750 43.469
0.735 0.613 43.330
0.736 0.738 43.533
0.730 0.737 43.527
0.739 0.504 43.625
0.740 0.626 43.629
0.761 0.741 43.178
0.742 0.658 43.205
0.742 0.721 43.529
0.742 0.853 43.216
0.743 0.834 43.562
0.744 0.656 43.760
0.747 0.691 43.156
0.748 0.703 43.503
0.657 0.749 43.755
0.750 0.807 43.214
0.679 0.751 43.383
0.753 0.708 43.427
0.753 0.794 43.623
0.753 0.859 43.606
0.754 0.842 43.275
0.754 1.006 43.337
0.755 0.775 43.466
0.756 0.609 43.245
0.757 0.717 43.616
0.757 0.984 43.324
0.758 0.903 43.609
0.721 0.758 43.727
0.759 0.732 43.516
0.759 0.589 43.542
0.760 0.718 43.333
0.762 0.820 43.662
0.762 0.948 43.483
0.763 0.665 43.177
1.003 0.765 43.293
0.765 0.607 43.483
0.766 0.701 43.952
0.766 0.843 43.219
0.767 0.704 43.436
0.768 0.797 43.566
0.769 1.008 43.516
0.770 0.725 43.819
0.770 0.671 43.682
0.771 0.969 43.471
0.771 0.775 43.480
0.968 0.772 43.736
0.774 0.732 43.469
0.774 0.717 43.608
0.775 0.730 43.452
0.778 0.907 44.032
0.778 0.637 43.727
0.778 0.760 43.514
1.020 0.780 43.540
0.782 0.666 43.449
0.784 0.695 43.490
0.786 0.788 43.263
0.786 0.707 43.558
0.787 0.963 43.881
0.788 0.929 43.403
0.789 0.756 43.649
0.789 0.769 43.388
0.790 0.764 43.309
0.790 0.748 43.325
0.791 0.703 43.100
0.676 0.792 43.507
0.793 0.743 43.647
0.795 0.826 43.714
0.798 0.704 43.336
0.801 0.827 43.786
0.802 0.629 43.601
0.802 0.792 43.661
0.807 0.802 44.039
0.835 0.803 43.525
0.803 0.581 43.365
0.803 0.769 43.556
0.806 0.769 44.245
0.807 0.805 43.478
0.808 0.758 43.675
0.809 0.802 43.547
0.809 0.704 43.795
0.812 0.757 43.778
0.812 0.901 43.682
0.844 0.812 43.353
0.813 0.747 43.396
0.815 0.916 43.539
0.818 0.846 43.730
0.819 0.729 43.895
0.973 0.819 43.373
0.820 1.116 43.293
0.821 0.910 43.440
0.821 0.823 43.601
0.822 0.841 43.519
0.823 1.142 43.416
0.824 0.673 43.480
0.825 0.927 43.480
0.827 0.891 43.927
0.827 0.957 43.493
0.827 0.785 43.621
0.828 0.773 43.949
0.830 0.931 43.561
0.830 1.058 43.652
0.830 0.759 43.710
0.831 0.767 43.833
0.834 0.769 43.432
0.835 0.881 43.933
0.836 0.915 43.865
0.836 0.721 43.965
0.837 0.884 43.976
0.838 0.870 43.179
0.840 0.818 43.397
0.840 0.932 43.713
0.842 0.997 43.874
0.842 0.833 43.508
0.843 0.901 43.767
0.845 0.918 43.709
0.847 0.711 43.678
0.847 0.776 43.420
0.847 0.843 43.659
0.850 0.813 43.870
0.850 0.746 43.948
0.851 0.838 44.094
0.851 0.703 43.950
0.851 0.891 43.718
0.851 0.787 43.626
0.853 0.668 43.858
0.879 0.853 43.383
0.854 0.906 43.720
0.856 0.907 44.013
0.856 0.734 43.881
0.856 0.935 44.072
0.858 0.714 43.856
0.859 0.835 43.690
0.859 0.658 43.657
0.860 0.861 43.835
0.861 0.954 43.781
0.861 0.873 43.687
0.863 0.905 44.141
0.946 0.863 43.786
0.863 0.895 43.956
0.864 0.775 43.890
0.868 1.034 43.518
0.869 0.719 43.722
0.869 0.927 43.766
0.869 0.780 43.938
0.869 0.796 43.574
0.870 0.894 43.632
0.871 1.096 43.555
0.873 0.884 43.843
0.873 0.795 43.666
0.991 0.874 43.854
0.874 0.730 44.047
0.875 0.964 44.098
0.875 0.857 43.833
0.807 0.878 43.723
0.878 0.906 43.870
0.880 1.081 43.778
0.881 0.852 44.066
0.881 0.957 43.771
0.882 0.813 43.788
0.882 0.828 43.782
0.850 0.883 43.700
0.884 0.919 43.856
0.886 0.707 43.760
0.888 0.870 43.773
0.889 0.790 43.652
0.889 0.948 43.806
0.890 1.067 44.028
0.891 0.939 43.865
0.891 1.007 43.798
0.891 0.894 43.961
0.892 0.817 43.530
0.892 0.886 44.097
0.893 0.933 43.810
0.893 0.789 43.990
0.893 0.934 44.009
0.893 1.034 43.704
0.894 0.991 44.042
0.897 0.984 43.910
0.901 0.930 43.793
0.901 0.805 43.882
0.906 0.941 43.650
0.906 0.944 43.930
0.906 0.954 44.200
0.909 1.018 43.996
0.909 0.944 43.741
0.910 0.834 44.080
0.910 0.871 44.010
0.910 0.854 44.178
0.910 0.946 43.877
0.910 0.916 43.838
0.912 0.788 43.959
0.913 0.859 43.912
0.914 0.931 44.177
0.916 0.759 43.976
0.918 1.053 43.791
0.919 0.732 44.162
0.920 0.843 43.911
0.920 1.130 43.965
0.920 0.866 43.835
0.923 0.951 43.957
0.924 0.811 44.182
0.924 0.838 44.319
0.925 0.788 44.043
0.926 0.899 43.935
0.928 0.884 44.189
0.933 1.019 43.950
0.934 0.934 44.044
0.934 0.844 44.190
0.936 0.751 43.758
0.938 0.818 43.758
0.940 0.907 44.134
0.941 0.892 44.158
0.941 0.951 43.971
0.941 0.969 43.861
0.854 0.942 44.064
0.942 0.938 44.067
0.945 0.900 44.179
0.946 0.927 43.756
0.946 1.027 44.092
0.947 1.008 43.925
1.026 0.948 44.217
0.949 0.893 43.982
0.949 0.888 44.138
0.950 0.871 43.896
0.798 0.951 43.888
0.951 0.913 44.064
0.951 1.098 44.278
0.953 1.091 43.927
0.953 1.159 44.072
0.955 1.028 43.947
0.956 0.974 43.961
0.956 1.108 43.746
0.957 0.900 44.461
0.959 0.697 44.220
0.959 0.744 43.731
0.959 0.941 43.788
0.959 1.084 43.923
0.960 0.897 43.965
0.961 0.866 44.089
0.961 1.244 44.275
0.962 1.173 43.937
0.962 0.883 43.589
0.966 0.957 44.193
0.967 0.961 44.051
0.969 1.062 43.908
0.970 0.835 44.017
0.971 0.954 44.307
0.971 0.929 44.296
0.973 1.035 43.713
0.974 0.965 44.245
0.975 0.950 44.200
0.975 1.018 43.781
0.975 1.014 44.040
0.978 0.837 43.913
0.978 0.935 44.229
0.979 0.823 43.898
0.980 0.934 44.262
0.982 1.091 44.041
0.982 1.052 44.207
0.983 0.991 43.837
0.983 1.079 44.331
0.984 1.013 44.056
0.985 1.100 43.852
0.986 0.949 44.097
0.987 0.950 44.081
0.988 0.971 44.032
0.988 1.144 44.156
0.989 1.087 43.991
0.989 0.723 44.269
0.989 1.027 44.330
0.851 0.990 44.112
0.991 0.931 44.212
0.993 0.973 44.152
0.993 0.827 43.955
0.996 0.966 44.171
0.997 0.933 44.027
0.997 0.763 44.211
0.998 0.963 43.627
0.998 0.880 44.122
0.845 1.000 44.139
