# Error in mu 0.20
# z   z2   mu
0.133 0.094 38.974
0.133 0.137 38.812
0.134 0.042 39.252
0.136 0.284 38.634
0.137 0.008 39.202
0.138 0.182 38.887
0.139 0.104 39.280
0.140 0.179 39.152
0.140 0.299 39.503
0.140 0.085 39.202
0.122 0.141 39.679
0.181 0.143 39.352
0.143 0.165 39.407
0.143 0.288 39.236
0.144 0.359 39.046
0.147 0.202 39.486
0.147 0.232 39.616
0.149 0.171 39.373
0.150 0.168 39.644
0.192 0.151 39.479
0.154 0.294 39.577
0.154 0.103 39.516
0.156 0.002 39.724
0.158 0.143 39.247
0.160 0.203 39.584
0.160 0.329 39.195
0.161 0.066 39.832
0.163 0.114 39.435
0.164 0.067 39.335
0.166 0.126 39.754
0.168 0.089 39.443
0.169 0.234 39.485
0.169 0.170 39.219
0.171 0.228 39.947
0.173 0.013 39.160
0.173 0.035 39.289
0.175 0.102 39.525
0.175 0.145 39.423
0.176 0.180 39.821
0.177 0.022 39.517
0.178 0.077 39.302
0.178 0.210 39.897
0.179 0.073 39.988
0.181 0.433 39.749
0.182 0.116 39.813
0.184 0.119 39.938
0.185 0.131 39.542
0.185 0.194 39.823
0.186 0.077 39.798
0.187 0.341 39.664
0.190 0.350 39.860
0.191 0.034 39.794
0.192 0.154 39.775
0.193 0.205 39.888
0.194 0.247 39.720
0.194 0.156 39.741
0.194 0.041 39.898
0.196 0.356 40.407
0.196 0.375 39.947
0.197 0.281 39.838
0.197 0.178 40.162
0.199 0.230 40.022
0.201 0.220 39.916
0.202 0.166 39.872
0.203 0.314 40.054
0.203 0.218 40.071
0.204 0.089 40.141
0.205 0.202 39.990
0.206 0.184 40.167
0.207 0.334 40.069
0.208 0.157 40.292
0.209 0.504 39.952
0.210 0.120 40.103
0.212 0.237 40.057
0.213 0.408 39.833
0.214 0.131 40.303
0.214 0.347 40.182
0.214 0.201 40.552
0.215 0.257 39.743
0.278 0.217 40.038
0.218 0.172 40.399
0.218 0.141 40.513
0.219 0.249 40.094
0.221 0.226 40.482
0.222 0.133 40.330
0.224 0.249 40.596
0.227 0.225 40.288
0.228 0.226 39.991
0.229 0.381 40.169
0.230 0.126 40.494
0.231 0.206 40.490
0.232 0.473 40.102
0.232 0.147 40.364
0.232 0.267 40.579
0.233 0.125 40.292
0.234 0.284 40.355
0.235 0.212 40.552
0.236 0.234 40.284
0.236 0.235 40.440
0.237 0.235 40.545
0.238 0.239 40.269
0.238 0.163 40.439
0.239 0.348 40.139
0.240 0.214 40.558
0.241 0.289 39.985
0.242 0.297 40.219
0.246 0.111 40.694
0.246 0.148 40.156
0.250 0.246 40.026
0.248 0.345 40.665
0.248 0.221 40.585
0.249 0.414 40.316
0.249 0.345 40.677
0.250 0.281 40.286
0.253 0.249 40.567
0.258 0.248 40.632
0.258 0.188 41.028
0.258 0.385 40.492
0.260 0.372 40.610
0.261 0.282 40.218
0.261 0.394 40.868
0.262 0.319 40.663
0.263 0.394 41.035
0.263 0.139 40.615
0.266 0.266 40.397
0.268 0.170 40.424
0.268 0.276 40.597
0.196 0.268 40.975
0.269 0.246 40.679
0.271 0.301 40.752
0.272 0.330 40.687
0.076 0.272 40.797
0.272 0.371 40.610
0.282 0.251 40.914
0.282 0.126 41.007
0.283 0.225 40.983
0.285 0.298 40.360
0.136 0.285 40.800
0.289 0.372 40.918
0.292 0.185 40.839
0.293 0.280 40.697
0.293 0.364 40.964
0.294 0.208 41.105
0.295 0.364 40.988
0.295 0.195 41.313
0.295 0.314 41.102
0.408 0.298 41.130
0.299 0.268 41.004
0.300 0.472 40.822
0.300 0.348 41.101
0.134 0.302 41.015
0.303 0.055 40.924
0.307 0.448 40.773
0.307 0.269 40.705
0.307 0.248 41.263
0.308 0.343 41.412
0.311 0.265 40.975
0.312 0.425 41.114
0.314 0.400 41.094
0.316 0.365 40.838
0.317 0.230 41.470
0.318 0.540 41.153
0.319 0.325 41.055
0.319 0.216 41.466
0.320 0.364 41.297
0.320 0.306 41.495
0.324 0.307 41.257
0.324 0.377 41.105
0.325 0.378 41.303
0.326 0.394 41.143
0.328 0.522 41.686
0.329 0.219 41.111
0.330 0.357 41.281
0.331 0.243 41.190
0.332 0.280 41.102
0.332 0.139 41.340
0.334 0.527 41.181
0.335 0.272 41.125
0.394 0.336 41.127
0.337 0.323 41.157
0.338 0.349 41.405
0.340 0.169 41.483
0.343 0.522 40.933
0.346 0.364 41.539
0.350 0.407 41.291
0.282 0.351 41.230
0.352 0.316 41.236
0.353 0.350 41.479
0.354 0.572 41.815
0.354 0.484 41.060
0.354 0.108 41.366
0.355 0.318 41.594
0.252 0.355 41.017
0.355 0.198 41.425
0.356 0.496 41.670
0.357 0.474 41.516
0.358 0.313 41.418
0.358 0.442 41.544
0.360 0.383 41.332
0.361 0.206 41.639
0.362 0.412 41.511
0.334 0.363 41.703
0.364 0.452 41.953
0.364 0.464 41.765
0.364 0.377 41.898
0.365 0.201 41.141
0.367 0.463 41.342
0.369 0.237 41.461
0.370 0.427 41.546
0.371 0.362 41.625
0.372 0.544 41.581
0.372 0.588 41.665
0.373 0.433 41.225
0.373 0.489 41.700
0.373 0.329 41.096
0.373 0.344 41.169
0.375 0.428 41.809
0.375 0.360 41.725
0.376 0.316 41.727
0.377 0.349 41.948
0.377 0.329 41.430
0.379 0.438 41.537
0.381 0.268 41.466
0.384 0.262 41.593
0.386 0.285 41.476
0.387 0.495 41.933
0.387 0.507 41.035
0.388 0.432 41.589
0.390 0.370 41.958
0.391 0.328 41.526
0.392 0.512 42.159
0.394 0.393 41.496
0.394 0.356 41.827
0.397 0.417 41.766
0.355 0.397 41.415
0.399 0.506 41.922
0.400 0.482 42.005
0.353 0.401 42.128
0.402 0.243 41.830
0.402 0.291 41.861
0.403 0.368 41.764
0.404 0.344 41.890
0.404 0.384 41.789
0.405 0.421 41.945
0.407 0.658 41.654
0.409 0.320 41.986
0.409 0.328 41.617
0.412 0.346 41.649
0.413 0.367 41.776
0.414 0.222 41.623
0.414 0.341 42.156
0.414 0.437 41.600
0.415 0.422 41.743
0.416 0.272 41.906
0.417 0.342 42.046
0.417 0.325 41.864
0.418 0.414 41.488
0.341 0.418 41.684
0.418 0.430 42.069
0.419 0.532 41.781
0.421 0.488 42.167
0.423 0.314 42.215
0.423 0.533 41.727
0.425 0.397 41.645
0.425 0.459 41.857
0.428 0.353 42.164
0.430 0.811 42.168
0.431 0.446 42.130
0.448 0.431 42.156
0.431 0.542 41.959
0.433 0.449 41.933
0.433 0.304 42.444
0.433 0.437 41.796
0.434 0.403 42.227
0.434 0.341 41.846
0.356 0.435 42.355
0.435 0.447 41.838
0.435 0.537 41.879
0.435 0.256 41.738
0.435 0.408 41.832
0.437 0.606 42.084
0.439 0.338 41.682
0.440 0.524 42.284
0.440 0.391 41.749
0.438 0.440 42.191
0.305 0.441 42.262
0.442 0.300 41.901
0.443 0.562 42.421
0.443 0.443 41.899
0.443 0.441 42.268
0.445 0.462 42.237
0.445 0.375 42.205
0.446 0.530 41.853
0.446 0.494 41.946
0.446 0.340 42.100
0.447 0.377 42.330
0.447 0.438 42.243
0.448 0.353 42.032
0.448 0.435 42.417
0.448 0.607 42.492
0.448 0.464 42.188
0.452 0.399 42.194
0.452 0.436 42.275
0.452 0.568 42.119
0.455 0.334 41.940
0.456 0.444 42.485
0.458 0.354 42.135
0.460 0.564 41.969
0.461 0.490 42.279
0.462 0.520 41.919
0.463 0.412 42.149
0.465 0.417 42.252
0.465 0.624 42.450
0.465 0.301 42.287
0.466 0.428 42.078
0.258 0.466 42.441
0.467 0.417 41.859
0.467 0.604 41.951
0.467 0.389 42.185
0.468 0.383 41.766
0.468 0.480 41.827
0.468 0.518 42.063
0.469 0.536 42.266
0.469 0.605 42.284
0.469 0.534 42.335
0.471 0.526 42.610
0.471 0.494 41.846
0.472 0.477 42.465
0.416 0.473 42.095
0.474 0.540 42.370
0.474 0.587 41.860
0.475 0.482 42.000
0.476 0.656 41.995
0.477 0.361 41.989
0.478 0.400 41.902
0.479 0.583 41.730
0.482 0.411 42.237
0.482 0.621 42.126
0.482 0.483 42.259
0.483 0.682 41.893
0.483 0.556 42.330
0.484 0.508 41.887
0.443 0.485 42.636
0.485 0.310 41.980
0.486 0.586 42.806
0.486 0.398 42.065
0.490 0.612 42.368
0.437 0.492 42.454
0.493 0.562 42.316
0.496 0.603 42.463
0.586 0.497 42.059
0.498 0.437 42.227
0.500 0.532 42.754
0.503 0.520 42.304
0.504 0.345 42.525
0.426 0.504 42.298
0.506 0.511 42.381
0.509 0.463 42.415
0.509 0.628 42.479
0.509 0.421 42.235
0.510 0.522 42.282
0.510 0.656 42.405
0.446 0.510 42.291
0.513 0.715 42.356
0.514 0.461 42.294
0.515 0.486 42.377
0.400 0.515 42.358
0.516 0.555 42.045
0.518 0.480 42.271
0.596 0.518 42.419
0.519 0.539 42.586
0.523 0.588 42.244
0.524 0.383 42.780
0.525 0.450 42.410
0.526 0.550 42.556
0.526 0.627 42.537
0.526 0.639 42.759
0.527 0.471 42.299
0.529 0.442 42.208
0.531 0.835 42.443
0.531 0.603 42.623
0.532 0.323 42.625
0.532 0.586 42.528
0.533 0.558 42.359
0.535 0.577 42.254
0.536 0.594 42.454
0.536 0.400 42.756
0.537 0.406 42.518
0.538 0.586 42.329
0.540 0.596 42.737
0.541 0.517 42.554
0.541 0.626 42.274
0.541 0.531 42.283
0.541 0.552 42.579
0.541 0.400 42.420
0.542 0.307 42.396
0.543 0.538 42.548
0.545 0.448 42.549
0.546 0.456 42.700
0.547 0.374 42.658
0.549 0.648 42.723
0.554 0.493 42.578
0.555 0.497 42.199
0.555 0.481 42.351
0.434 0.555 42.777
0.555 0.541 42.637
0.555 0.715 42.713
0.556 0.469 42.359
0.557 0.570 42.558
0.557 0.558 42.238
0.644 0.560 42.999
0.563 0.631 42.984
0.564 0.453 42.537
0.565 0.697 42.404
0.566 0.535 42.927
0.566 0.630 42.691
0.567 0.595 42.491
0.568 0.554 42.830
0.568 0.545 42.143
0.569 0.567 42.748
0.569 0.571 42.738
0.571 0.469 42.133
0.571 0.598 42.881
0.574 0.551 42.923
0.574 0.732 42.656
0.574 0.682 42.442
0.575 0.682 42.725
0.575 0.469 42.723
0.576 0.574 42.835
0.576 0.547 42.654
0.577 0.387 42.791
0.628 0.577 42.760
0.578 0.523 42.612
0.578 0.725 42.775
0.579 0.509 42.670
0.580 0.727 42.854
0.580 0.603 42.490
0.479 0.581 42.652
0.582 0.593 42.486
0.582 0.419 42.496
0.582 0.492 43.089
0.583 0.692 42.919
0.583 0.602 42.605
0.584 0.656 42.633
0.585 0.598 42.651
0.585 0.458 42.691
0.586 0.644 42.674
0.586 0.692 42.733
0.588 0.755 42.905
0.589 0.613 42.651
0.589 0.590 42.740
0.593 0.533 42.809
0.593 0.537 42.812
0.593 0.786 42.599
0.594 0.479 42.609
0.596 0.378 42.552
0.599 0.545 42.450
0.599 0.513 42.649
0.599 0.606 42.776
0.600 0.739 42.366
0.651 0.601 42.768
0.602 0.632 42.887
0.605 0.639 42.761
0.607 0.615 42.671
0.607 0.608 42.800
0.608 0.559 42.775
0.608 0.596 42.830
0.610 0.653 42.875
0.610 0.411 43.043
0.611 0.608 43.119
0.612 0.600 42.940
0.612 0.668 42.869
0.612 0.409 42.996
0.613 0.732 42.566
0.615 0.763 42.821
0.457 0.616 43.017
0.616 0.491 42.798
0.618 0.705 43.218
0.619 0.513 43.024
0.619 0.450 43.175
0.648 0.621 42.973
0.622 0.631 42.998
0.623 0.575 42.931
0.626 0.643 42.672
0.626 0.694 42.703
0.627 0.571 42.939
0.628 0.675 42.875
0.756 0.630 42.790
0.630 0.738 42.847
0.630 0.749 42.771
0.632 0.798 42.739
0.633 0.567 43.190
0.633 0.680 42.915
0.634 0.560 42.965
0.634 0.513 42.901
0.635 0.511 42.817
0.635 0.680 43.021
0.637 0.678 43.051
0.639 0.707 43.394
0.639 0.774 43.273
0.639 0.675 42.992
0.640 0.705 42.971
0.761 0.642 43.450
0.643 0.533 42.918
0.644 0.704 43.243
0.645 0.798 43.194
0.645 0.756 43.065
0.647 0.608 43.034
0.647 0.835 43.810
0.647 0.554 42.962
0.647 0.772 43.054
0.648 0.736 43.174
0.650 0.622 43.086
0.651 0.617 42.841
0.651 0.614 43.073
0.652 0.769 43.171
0.655 0.630 42.871
0.655 0.626 42.859
0.656 0.729 42.887
0.656 0.633 43.060
0.657 0.616 42.696
0.658 0.771 42.717
0.658 0.709 42.713
0.659 0.615 43.381
0.659 0.655 42.989
0.660 0.750 42.897
0.781 0.661 43.173
0.662 0.740 43.416
0.691 0.662 43.020
0.662 0.616 43.065
0.866 0.666 43.487
0.669 0.891 43.058
0.672 0.783 43.185
0.672 0.675 42.825
0.673 0.647 43.571
0.674 0.796 43.186
0.674 0.846 43.186
0.674 0.745 42.817
0.675 0.693 42.941
0.676 0.874 43.112
0.676 0.485 43.082
0.677 0.850 42.787
0.680 0.725 43.039
0.681 0.660 43.237
0.681 0.774 43.312
0.681 0.608 43.226
0.681 0.714 43.053
0.682 0.910 42.770
0.684 0.562 43.257
0.686 0.539 42.800
0.686 0.732 42.900
0.686 0.579 43.199
0.687 0.804 43.383
0.688 0.686 43.294
0.689 0.625 43.175
0.609 0.689 42.975
0.689 0.512 43.477
0.690 0.700 43.264
0.692 0.760 43.465
0.694 0.641 43.577
0.694 0.609 43.239
0.694 0.724 42.921
0.695 0.838 42.948
0.695 0.548 43.321
0.697 0.648 43.195
0.698 0.644 43.105
0.698 0.782 43.384
0.701 0.780 43.293
0.701 0.633 43.326
0.867 0.702 42.968
0.703 0.736 42.890
0.707 0.832 42.995
0.708 0.825 42.971
0.708 0.729 43.242
0.709 0.723 42.987
0.709 0.573 43.134
0.710 0.706 43.598
0.710 0.811 43.143
0.711 0.703 43.336
0.711 0.623 43.803
0.711 0.742 43.114
0.712 0.535 43.311
0.713 0.651 43.586
0.714 0.720 42.928
0.716 0.574 43.305
0.716 0.778 42.893
0.719 0.791 43.439
0.721 0.806 43.225
0.722 0.623 43.554
0.722 0.820 43.602
0.723 0.783 43.438
0.726 0.676 43.131
0.844 0.726 43.152
0.726 0.576 43.256
0.726 0.752 43.174
0.726 0.750 43.162
0.729 0.845 43.222
0.731 0.795 43.314
0.731 0.695 43.277
0.731 0.749 43.297
0.732 0.575 43.268
0.743 0.732 43.489
0.732 0.611 43.306
0.733 0.792 43.322
0.734 0.809 43.580
0.734 0.754 43.417
0.735 0.724 43.400
0.736 0.809 43.116
0.738 0.446 43.472
0.872 0.738 43.376
0.739 0.877 42.999
0.729 0.739 43.242
0.739 0.789 43.470
0.740 0.765 43.188
0.743 0.596 43.087
0.744 0.705 43.453
0.745 0.736 43.434
0.752 0.746 43.235
0.746 0.735 43.494
0.746 0.899 43.440
0.747 0.734 43.719
0.749 0.724 43.457
0.750 0.826 43.346
0.750 0.841 43.559
0.752 0.655 43.110
0.754 0.636 43.571
0.756 0.678 43.266
0.758 0.860 43.294
0.759 0.610 43.198
0.759 0.790 43.413
0.760 0.689 43.321
0.762 0.813 43.519
0.762 0.662 43.383
0.763 0.585 43.371
0.764 0.804 43.416
0.767 0.812 43.433
0.767 0.685 43.263
0.769 0.610 43.326
0.682 0.769 43.594
0.769 0.973 43.647
0.772 0.736 43.113
0.736 0.774 43.454
0.775 0.774 43.456
0.775 0.655 43.399
0.776 0.746 43.585
0.778 0.794 43.356
0.778 0.750 43.512
0.778 0.885 43.287
0.779 0.683 43.586
0.781 0.841 43.408
0.782 0.636 43.364
0.762 0.782 43.508
0.783 0.757 43.732
0.784 0.833 43.804
0.785 0.952 43.394
0.785 0.813 43.593
0.786 0.703 43.520
0.788 0.823 43.500
0.788 0.807 43.096
0.789 0.867 43.465
0.982 0.789 43.140
0.789 0.715 43.478
0.790 0.913 43.518
0.790 0.936 43.306
0.791 0.787 43.352
0.793 0.538 43.338
0.793 0.674 43.208
0.794 0.795 43.106
0.795 0.729 43.443
0.796 0.724 43.463
0.797 0.723 43.498
0.797 0.797 43.434
0.798 0.720 43.308
0.798 0.751 43.600
0.798 0.927 43.612
0.799 1.061 43.341
0.799 0.681 43.577
0.800 0.904 43.634
0.800 0.776 43.700
0.801 0.914 43.213
0.801 0.649 43.321
0.802 0.693 43.312
0.804 0.907 43.304
0.805 0.793 43.804
0.806 0.795 43.893
0.806 0.771 43.586
0.808 0.839 43.216
0.809 0.685 43.900
0.809 0.982 43.021
0.810 0.632 43.371
0.810 0.954 43.227
0.827 0.811 43.771
0.828 0.811 43.437
0.812 0.885 43.029
0.813 0.800 43.660
0.813 0.836 43.472
0.816 0.925 43.862
0.816 0.954 43.800
0.817 0.788 43.872
0.818 0.923 43.933
0.819 0.967 43.801
0.819 0.727 43.387
0.819 1.017 43.388
0.820 0.738 43.456
0.820 0.838 43.392
0.821 0.756 43.779
0.822 0.922 43.642
0.824 0.726 43.954
0.826 0.917 43.524
0.826 0.945 43.672
0.829 1.088 43.780
0.709 0.829 43.485
0.830 0.957 43.650
0.830 0.782 43.613
0.830 0.731 43.398
0.837 0.831 43.538
0.831 0.884 43.701
0.832 0.844 43.475
0.832 0.988 43.372
0.832 0.745 43.733
0.833 0.747 43.774
0.833 0.805 43.317
0.833 0.767 43.393
0.836 0.722 43.727
0.836 0.811 43.376
0.837 0.800 43.716
0.840 0.844 43.615
0.840 0.766 43.852
0.842 0.935 43.793
0.869 0.844 43.722
0.845 0.856 43.829
0.845 0.757 44.039
0.848 0.690 43.835
0.849 0.809 43.778
0.850 0.811 43.717
0.851 0.808 43.448
0.852 0.863 43.944
0.852 0.707 43.781
0.853 0.777 43.584
0.854 0.698 43.572
0.855 0.658 43.960
0.934 0.855 43.622
0.857 0.831 43.809
0.885 0.857 43.588
0.858 0.867 44.027
0.863 0.909 43.753
0.864 0.898 43.841
0.866 0.937 43.910
0.868 0.710 43.688
0.868 0.975 44.051
0.870 0.923 43.941
0.861 0.871 43.759
0.873 0.823 43.612
0.874 0.776 43.542
0.734 0.874 43.977
0.874 0.820 43.944
0.878 0.982 43.531
0.878 1.004 43.829
0.879 0.971 43.973
0.882 0.909 43.914
0.882 0.875 43.427
0.883 0.983 43.887
0.883 0.803 43.998
0.883 0.869 43.777
0.884 0.779 43.894
0.828 0.885 43.666
0.885 0.953 44.288
0.887 0.869 44.096
0.891 0.960 43.570
0.891 0.991 43.893
0.891 0.704 43.574
0.856 0.892 43.742
0.895 0.841 43.676
0.895 0.845 43.736
0.895 0.791 43.799
0.896 0.684 43.708
0.899 1.164 44.092
0.899 0.843 44.164
0.837 0.900 43.813
0.900 1.032 43.885
0.901 0.839 44.149
0.901 1.012 44.148
0.902 1.192 43.814
0.902 0.813 43.850
0.903 0.959 43.989
0.903 0.856 43.928
0.904 1.079 43.984
0.905 0.840 44.022
0.906 0.753 43.415
0.906 0.827 43.897
0.909 1.059 44.178
0.909 0.768 43.983
0.909 0.948 43.808
0.909 0.975 43.916
0.897 0.910 43.625
0.910 1.003 43.878
0.911 0.901 43.761
0.912 0.905 43.777
0.913 0.982 43.942
0.913 0.834 44.243
0.849 0.913 43.964
0.914 1.092 43.866
0.915 0.964 43.900
0.916 0.822 44.033
0.916 1.041 43.749
0.917 0.906 43.704
0.917 1.019 44.227
0.919 0.762 44.001
0.921 0.875 43.825
0.921 0.931 44.045
0.921 1.004 43.742
0.923 1.002 43.923
0.924 0.883 43.555
0.926 1.012 43.865
0.927 0.917 43.685
0.953 0.928 44.256
0.929 0.980 44.371
0.929 0.867 43.741
0.931 0.834 44.125
0.933 0.898 43.607
0.933 1.087 44.112
0.936 1.014 43.867
0.936 0.966 43.947
0.936 1.200 44.122
0.937 0.914 43.733
0.898 0.938 43.830
0.941 0.874 43.713
0.945 0.687 43.876
0.948 0.925 44.255
0.948 1.076 43.918
0.948 0.970 44.344
0.949 0.929 44.234
0.949 0.960 44.247
0.950 1.035 44.588
0.950 0.897 43.980
0.952 1.061 43.948
0.952 0.785 43.985
0.954 0.834 44.215
0.955 0.818 44.161
0.957 0.891 44.358
0.958 1.096 43.937
0.958 1.099 43.961
0.846 0.958 43.889
0.959 0.963 44.280
0.959 0.868 43.683
0.961 0.883 43.773
0.961 1.038 44.002
0.961 0.893 44.063
0.962 1.090 43.656
0.963 0.958 43.977
0.964 1.050 44.322
0.964 0.752 43.830
1.023 0.965 44.132
0.966 0.909 44.290
0.967 0.962 44.236
0.968 1.014 44.164
0.969 1.083 44.491
0.969 0.981 44.156
0.969 1.033 43.844
0.969 1.032 43.906
0.970 1.016 44.364
0.970 0.992 44.019
0.970 1.067 43.763
0.910 0.972 43.974
0.973 1.069 43.827
0.975 1.093 44.031
0.903 0.975 44.008
0.906 0.975 43.524
0.976 1.075 44.351
0.979 1.018 44.402
0.979 0.823 44.030
0.980 0.934 44.097
0.981 0.960 44.053
0.982 1.067 43.806
0.983 0.915 44.125
0.984 0.854 43.868
0.986 1.105 44.072
0.987 0.814 44.223
0.988 0.908 44.304
0.988 0.797 44.013
0.989 1.015 44.315
0.990 0.753 44.178
0.991 1.023 44.332
0.992 1.152 43.990
0.993 0.950 43.971
0.993 1.036 44.254
0.994 1.028 43.977
0.994 1.024 44.335
0.995 0.982 43.962
0.995 0.961 44.048
0.995 0.897 44.508
0.999 1.148 44.104
