# Error in mu 0.20
# Photo-z Error 0.040
# z   mu
0.615 42.506
0.681 43.049
0.658 43.587
0.628 43.325
0.783 43.615
0.691 43.380
0.688 43.333
0.612 43.071
0.710 43.360
0.710 43.161
0.709 43.125
0.647 43.030
0.730 43.497
0.705 42.941
0.739 42.792
0.603 43.005
0.637 43.231
0.732 43.123
0.656 43.190
0.739 43.484
0.700 42.710
0.718 43.065
0.780 43.625
0.720 43.356
0.739 43.482
0.699 42.894
0.725 43.246
0.676 42.893
0.763 43.295
0.625 43.139
0.712 43.155
0.614 43.554
0.733 43.507
0.668 42.635
0.815 43.007
0.700 43.202
0.747 43.202
0.704 43.207
0.712 43.296
0.763 43.560
0.716 42.848
0.700 43.255
0.748 43.705
0.780 42.689
0.657 43.056
0.834 43.610
0.614 43.054
0.718 43.024
0.689 43.284
0.733 43.329
0.616 43.333
0.789 43.337
0.708 43.083
0.816 43.648
0.562 43.413
0.702 43.092
0.617 43.311
0.559 43.221
0.703 43.408
0.619 43.242
0.697 43.039
0.604 43.555
0.742 43.468
0.691 43.182
0.840 43.157
0.585 42.926
0.599 43.094
0.815 43.263
0.794 43.287
0.674 43.230
0.666 43.268
0.629 43.203
0.622 43.670
0.913 43.517
0.860 43.469
0.749 43.330
0.648 43.533
0.705 43.527
0.728 43.625
0.823 43.629
0.728 43.178
0.704 43.205
0.788 43.529
0.714 43.216
0.560 43.562
0.771 43.760
0.801 43.156
0.733 43.503
0.691 43.755
0.782 43.214
0.662 43.383
0.631 43.427
0.619 43.623
0.814 43.606
0.886 43.275
0.711 43.337
0.699 43.466
0.804 43.245
0.796 43.616
0.862 43.324
0.656 43.609
0.747 43.727
0.712 43.516
0.750 43.542
0.927 43.333
0.795 43.662
0.838 43.483
0.710 43.177
0.859 43.293
0.894 43.483
0.660 43.952
0.774 43.219
0.767 43.436
0.871 43.566
0.821 43.516
0.793 43.819
0.871 43.682
0.907 43.471
0.745 43.480
0.699 43.736
0.810 43.469
0.706 43.608
0.839 43.452
0.818 44.032
0.812 43.727
0.690 43.514
0.897 43.540
0.757 43.449
0.825 43.490
0.787 43.263
0.773 43.558
0.729 43.881
0.791 43.403
0.777 43.649
0.760 43.388
0.788 43.309
0.913 43.325
0.764 43.100
0.835 43.507
0.758 43.647
0.825 43.714
0.790 43.336
0.785 43.786
0.836 43.601
0.814 43.661
0.731 44.039
0.880 43.525
0.931 43.365
0.794 43.556
0.770 44.245
0.734 43.478
0.803 43.675
0.716 43.547
0.727 43.795
0.782 43.778
0.875 43.682
0.600 43.353
0.825 43.396
0.766 43.539
0.720 43.730
0.744 43.895
0.726 43.373
0.852 43.293
0.809 43.440
0.910 43.601
0.906 43.519
0.763 43.416
0.851 43.480
0.764 43.480
0.829 43.927
0.880 43.493
0.748 43.621
0.878 43.949
0.797 43.561
0.747 43.652
0.821 43.710
0.858 43.833
0.796 43.432
0.858 43.933
0.760 43.865
0.787 43.965
0.835 43.976
0.823 43.179
0.943 43.397
0.817 43.713
0.880 43.874
0.798 43.508
0.937 43.767
0.776 43.709
0.829 43.678
0.955 43.420
0.801 43.659
0.941 43.870
0.830 43.948
0.873 44.094
0.733 43.950
0.915 43.718
0.862 43.626
0.921 43.858
0.828 43.383
0.768 43.720
0.871 44.013
0.887 43.881
0.858 44.072
1.029 43.856
0.748 43.690
0.883 43.657
0.894 43.835
0.882 43.781
0.776 43.687
1.005 44.141
0.790 43.786
0.856 43.956
0.825 43.890
0.965 43.518
0.820 43.722
0.843 43.766
0.918 43.938
0.816 43.574
1.020 43.632
0.922 43.555
0.841 43.843
0.857 43.666
0.840 43.854
0.960 44.047
0.830 44.098
0.694 43.833
0.851 43.723
0.921 43.870
0.871 43.778
0.826 44.066
0.879 43.771
0.835 43.788
1.024 43.782
0.947 43.700
0.823 43.856
0.931 43.760
0.944 43.773
0.865 43.652
0.956 43.806
0.963 44.028
0.995 43.865
0.844 43.798
0.841 43.961
0.931 43.530
0.833 44.097
0.887 43.810
0.909 43.990
1.003 44.009
0.918 43.704
0.942 44.042
0.859 43.910
0.877 43.793
0.980 43.882
0.919 43.650
0.831 43.930
0.940 44.200
0.976 43.996
0.949 43.741
0.975 44.080
0.939 44.010
0.912 44.178
0.869 43.877
0.862 43.838
0.874 43.959
1.133 43.912
0.897 44.177
0.948 43.976
0.814 43.791
0.896 44.162
0.825 43.911
1.085 43.965
0.904 43.835
1.010 43.957
0.901 44.182
1.149 44.319
0.985 44.043
0.888 43.935
0.982 44.189
0.963 43.950
0.983 44.044
1.009 44.190
1.004 43.758
0.998 43.758
0.969 44.134
0.910 44.158
0.951 43.971
0.844 43.861
0.953 44.064
1.015 44.067
0.931 44.179
0.845 43.756
0.790 44.092
0.879 43.925
1.026 44.217
0.974 43.982
0.886 44.138
0.974 43.896
0.990 43.888
0.968 44.064
0.942 44.278
1.014 43.927
1.030 44.072
1.056 43.947
0.988 43.961
0.926 43.746
0.962 44.461
1.078 44.220
0.774 43.731
0.894 43.788
0.831 43.923
0.939 43.965
0.824 44.089
0.862 44.275
0.876 43.937
0.909 43.589
1.046 44.193
0.986 44.051
1.055 43.908
0.874 44.017
0.856 44.307
0.965 44.296
0.944 43.713
0.977 44.245
0.961 44.200
1.080 43.781
0.995 44.040
1.062 43.913
1.100 44.229
0.987 43.898
0.932 44.262
1.074 44.041
0.967 44.207
0.988 43.837
1.092 44.331
0.949 44.056
1.078 43.852
1.162 44.097
1.069 44.081
1.039 44.032
1.007 44.156
1.055 43.991
1.062 44.269
0.889 44.330
0.934 44.112
0.709 44.212
1.043 44.152
0.977 43.955
0.982 44.171
0.886 44.027
0.943 44.211
0.929 43.627
0.894 44.122
1.168 44.139
