# Error in mu 0.20
# Photo-z Error 0.010
# z   mu
0.365 41.247
0.399 41.546
0.389 41.718
0.377 41.994
0.389 41.601
0.377 41.918
0.375 41.538
0.394 41.465
0.389 41.260
0.387 41.977
0.386 41.324
0.387 41.925
0.398 41.436
0.390 41.711
0.399 41.563
0.406 41.463
0.381 41.520
0.400 41.431
0.363 41.655
0.403 42.031
0.384 41.354
0.397 42.093
0.404 41.446
0.409 41.348
0.401 41.412
0.390 41.928
0.383 42.140
0.414 41.779
0.408 41.647
0.391 41.840
0.423 41.853
0.400 41.745
0.439 41.852
0.413 42.058
0.435 41.961
0.397 41.547
0.427 41.500
0.425 41.744
0.418 41.671
0.434 42.160
0.416 41.700
0.436 41.760
0.427 41.712
0.415 41.971
0.441 42.195
0.445 42.159
0.424 41.588
0.417 42.063
0.411 41.887
0.430 42.066
0.429 42.006
0.403 42.044
0.432 42.052
0.425 42.053
0.429 42.245
0.411 41.775
0.434 42.134
0.428 42.133
0.441 41.968
0.424 42.062
0.435 41.892
0.413 42.041
0.437 41.865
0.453 41.847
0.449 42.069
0.424 41.499
0.415 41.909
0.452 41.941
0.449 42.066
0.432 42.036
0.436 42.356
0.423 41.648
0.438 41.723
0.455 41.933
0.458 42.206
0.438 41.952
0.429 42.143
0.441 42.144
0.423 41.870
0.468 41.973
0.457 42.078
0.473 41.832
0.460 42.069
0.452 42.280
0.441 42.096
0.428 42.068
0.479 42.152
0.458 42.492
0.464 42.043
0.460 41.699
0.461 42.770
0.429 42.473
0.447 41.923
0.439 42.223
0.497 42.082
0.473 42.175
0.477 42.444
0.476 42.043
0.489 42.118
0.486 42.163
0.483 42.262
0.477 42.375
0.459 42.348
0.496 41.874
0.468 42.097
0.467 42.373
0.501 41.956
0.481 42.413
0.499 42.094
0.473 42.242
0.491 42.156
0.469 42.048
0.498 42.118
0.494 42.021
0.470 42.322
0.504 42.317
0.475 42.665
0.518 42.026
0.499 42.087
0.486 42.091
0.484 42.689
0.488 42.349
0.523 42.174
0.544 42.406
0.504 42.338
0.516 42.164
0.490 42.366
0.526 42.132
0.511 42.438
0.520 42.302
0.524 42.776
0.506 41.864
0.501 42.250
0.491 42.439
0.492 42.769
0.518 42.373
0.526 42.460
0.526 42.410
0.528 42.409
0.532 42.054
0.496 42.655
0.543 42.382
0.515 42.242
0.524 42.469
0.513 42.373
0.544 42.419
0.530 42.446
0.521 42.080
0.510 42.162
0.508 42.226
0.542 42.495
0.531 42.355
0.525 42.359
0.517 42.551
0.554 42.191
0.534 42.478
0.512 42.534
0.529 42.530
0.512 42.573
0.544 42.756
0.543 42.820
0.557 42.685
0.542 42.463
0.536 42.759
0.529 42.797
0.578 42.477
0.565 42.547
0.520 42.335
0.563 42.701
0.543 42.641
0.542 42.812
0.514 42.182
0.545 42.660
0.518 42.541
0.561 42.478
0.557 42.815
0.532 42.785
0.542 42.484
0.514 42.613
0.598 42.610
0.555 42.699
0.569 42.895
0.558 42.672
0.538 42.834
0.577 42.841
0.583 42.157
0.561 42.110
0.539 42.430
0.554 42.933
0.551 42.403
0.550 42.270
0.570 42.424
0.535 42.355
0.547 42.576
0.542 42.291
0.555 42.789
0.566 42.543
0.568 42.451
0.572 42.793
0.560 42.636
0.549 42.725
0.568 42.680
0.568 42.824
0.556 42.557
0.570 42.634
0.587 42.845
0.553 42.391
0.526 42.641
0.536 42.834
0.549 42.562
0.594 42.633
0.599 42.543
0.567 42.678
0.565 42.704
0.580 42.593
0.576 42.566
0.586 42.525
0.549 42.762
0.586 42.335
0.572 42.848
0.582 42.508
0.582 42.659
0.563 42.633
0.554 43.026
0.583 42.821
0.572 42.633
0.572 42.642
0.580 42.522
0.579 42.974
0.597 43.240
0.568 42.557
0.608 42.607
0.604 43.083
0.589 42.568
0.564 42.636
0.579 42.892
0.573 42.720
0.594 42.873
0.590 42.920
0.620 42.864
0.623 42.718
0.627 42.542
0.608 42.933
0.624 42.894
0.617 42.607
0.590 42.954
0.625 43.118
0.597 42.842
0.631 42.733
0.596 43.289
0.595 42.906
0.619 42.757
0.595 42.761
0.625 42.865
0.613 42.786
0.606 42.849
0.626 42.439
0.602 43.098
0.588 42.813
0.596 42.468
0.638 42.664
0.613 42.853
0.622 43.210
0.644 43.024
0.631 42.920
0.620 42.613
0.630 42.777
0.616 42.626
0.625 42.795
0.609 43.121
0.645 42.857
0.645 43.186
0.628 42.828
0.637 43.060
0.631 42.798
0.618 43.088
0.614 42.839
0.632 43.077
0.632 43.212
0.632 43.207
0.659 43.451
0.618 43.139
0.649 42.625
0.658 43.263
0.651 42.828
0.625 43.290
0.672 43.117
0.686 43.180
0.670 43.326
0.651 43.076
0.652 42.853
0.671 43.165
0.662 42.988
0.663 42.912
0.663 43.111
0.669 43.217
0.643 43.252
0.696 43.276
0.675 43.129
0.681 43.113
0.683 43.309
0.669 43.206
0.667 43.148
0.701 43.122
0.660 43.249
0.677 43.231
0.673 43.041
0.696 43.197
0.662 43.163
0.657 42.949
0.702 43.122
0.672 43.120
0.664 43.389
0.639 43.203
0.672 43.245
0.691 43.285
0.690 43.452
0.664 43.032
0.689 43.460
0.700 42.959
0.722 43.050
0.689 42.841
0.689 43.269
0.721 43.231
0.664 43.332
0.713 43.252
0.695 43.277
0.723 43.497
0.703 43.233
0.735 43.013
0.684 42.878
0.699 43.127
0.679 42.792
0.704 43.073
0.654 43.447
0.701 43.083
0.720 43.113
0.704 43.530
0.688 43.487
0.694 43.448
0.701 43.431
0.722 43.241
0.709 43.242
0.698 43.475
0.702 43.079
0.690 43.019
0.706 43.262
0.729 43.271
0.732 43.508
0.725 43.332
0.741 43.313
0.705 43.833
0.722 43.059
0.734 43.472
0.686 43.415
0.740 43.052
0.710 43.750
0.716 43.324
0.695 43.328
0.735 43.131
0.738 43.093
0.738 43.310
0.738 43.604
0.735 43.119
0.742 43.354
0.735 42.986
0.737 43.280
0.727 43.264
0.728 43.433
0.697 43.427
0.739 42.779
0.734 42.973
0.741 43.358
0.725 43.562
0.740 43.368
0.693 43.179
0.716 43.400
0.774 42.900
0.750 42.997
0.748 43.472
0.752 43.204
0.717 43.424
0.730 43.155
0.758 43.267
0.761 43.487
0.758 43.408
0.731 43.318
0.737 43.610
0.745 43.610
0.742 43.384
0.753 43.328
0.739 42.986
0.747 43.670
0.768 43.423
0.722 43.566
0.759 43.613
0.746 43.170
0.774 43.279
0.767 43.589
0.762 43.439
0.773 43.311
0.793 43.769
0.747 43.370
0.756 43.614
0.750 43.641
0.759 43.439
0.785 43.583
0.764 43.077
0.751 43.693
0.774 43.308
0.788 43.495
0.765 43.228
0.767 43.006
0.750 43.917
0.795 43.241
0.814 43.498
0.784 43.453
0.736 43.440
0.780 43.044
0.786 43.590
0.784 43.223
0.782 43.295
0.785 43.173
0.798 43.735
0.767 43.619
0.802 43.254
0.800 43.612
0.793 43.323
0.801 44.022
0.775 43.516
0.789 43.482
0.795 43.749
0.788 43.899
0.785 43.613
0.815 43.751
0.776 43.749
0.791 43.433
0.778 43.210
0.777 43.405
0.810 43.311
0.780 43.445
0.809 43.624
0.834 43.427
0.814 43.673
0.772 43.506
0.793 43.721
0.774 43.167
0.809 43.812
0.802 43.322
0.838 43.895
0.840 43.738
0.805 43.985
0.812 43.377
0.810 43.714
0.809 43.424
0.813 43.803
0.837 43.714
0.787 43.586
0.841 43.722
0.786 43.654
0.815 43.729
0.826 43.228
0.826 43.934
0.839 43.449
0.840 43.508
0.813 43.522
0.843 43.780
0.820 43.785
0.804 43.789
0.830 43.453
0.843 43.658
0.816 43.442
0.843 43.079
0.847 43.706
0.846 43.867
0.855 43.531
0.824 43.532
0.838 43.588
0.864 43.874
0.824 43.804
0.837 43.760
0.818 43.461
0.826 43.597
0.807 43.735
0.824 43.474
0.837 43.351
0.864 43.534
0.820 43.570
0.791 43.973
0.858 43.632
0.825 43.594
0.848 43.581
0.822 44.088
0.820 43.211
0.874 43.597
0.833 43.804
0.847 43.569
0.859 43.878
0.879 43.524
0.840 43.805
0.860 43.796
0.901 43.774
0.871 43.408
0.865 43.595
0.832 43.408
0.870 43.806
0.863 43.509
0.849 43.846
0.878 43.564
0.826 43.782
0.869 43.917
0.861 44.033
0.845 43.958
0.874 43.405
0.904 43.966
0.859 43.475
0.874 43.798
0.865 43.823
0.894 43.642
0.862 43.507
0.872 44.031
0.897 43.864
0.854 44.121
0.863 43.677
0.886 44.135
0.895 43.993
0.876 43.876
0.913 43.927
0.886 43.934
0.881 43.956
0.848 43.778
0.943 43.650
0.911 44.019
0.919 44.140
0.907 43.997
0.892 43.910
0.912 43.862
0.880 44.137
0.889 43.800
0.871 43.739
0.906 44.000
0.870 43.793
0.932 44.043
0.935 43.817
0.900 43.877
0.922 43.844
0.911 43.944
0.897 44.239
0.906 44.353
0.878 44.112
0.920 43.760
0.917 43.800
0.900 43.606
0.895 43.564
0.954 43.793
0.915 43.899
0.945 44.251
0.900 44.030
0.929 43.949
0.917 44.037
0.930 44.002
0.916 43.934
0.920 43.826
0.941 44.020
0.903 43.810
0.930 44.353
0.934 43.641
0.916 44.095
0.967 43.811
0.945 44.100
0.913 44.041
0.938 44.088
0.957 44.025
0.954 43.978
0.933 43.775
0.920 44.324
0.954 44.168
0.944 43.798
0.935 44.058
0.919 43.845
0.965 43.679
0.925 43.818
0.942 44.098
0.951 44.472
0.922 44.041
0.978 44.180
0.934 44.702
0.948 44.049
0.976 44.063
0.950 44.259
0.955 44.107
0.949 44.499
0.976 43.831
0.946 43.776
0.981 43.970
0.943 44.114
0.948 44.417
0.962 44.005
0.965 43.968
0.918 43.861
0.966 44.519
0.971 43.826
0.961 43.733
0.938 43.965
0.943 43.671
0.926 43.772
0.957 44.255
0.978 44.056
0.986 44.105
0.954 44.144
0.981 43.940
1.017 43.858
0.945 44.058
0.941 43.924
0.967 43.734
0.965 44.076
0.989 43.946
0.963 44.118
0.966 44.333
0.999 44.266
0.986 43.985
0.980 44.272
0.952 43.835
0.975 43.792
0.976 44.222
0.960 43.949
1.000 44.189
0.969 44.224
0.992 43.635
0.999 44.386
0.964 44.430
0.955 43.600
1.017 44.057
0.980 44.426
0.977 44.045
1.009 44.236
1.003 44.192
0.996 44.151
1.001 44.039
0.979 44.531
0.966 44.014
0.981 44.315
1.014 43.987
0.998 44.028
0.984 44.300
0.957 44.159
0.991 44.193
0.989 43.938
0.999 44.474
1.002 43.995
0.998 44.168
0.998 44.043
0.979 44.078
0.977 44.266
0.992 44.005
0.943 43.987
0.970 44.217
0.982 44.357
0.998 44.196
