# Error in mu 0.20
# z   mu
0.221 38.822
0.165 38.978
0.112 39.200
0.123 39.174
0.138 38.938
0.122 39.117
0.212 38.796
0.207 39.346
0.179 38.923
0.134 38.947
0.119 39.406
0.162 38.908
0.182 39.496
0.182 39.438
0.100 38.967
0.147 39.311
0.134 39.350
0.197 39.524
0.146 39.253
0.140 39.398
0.113 39.181
0.171 39.126
0.165 39.452
0.121 39.266
0.130 39.846
0.217 39.686
0.133 39.332
0.223 39.617
0.131 39.582
0.173 39.625
0.166 39.698
0.120 39.594
0.076 39.557
0.083 39.573
0.102 39.857
0.294 39.870
0.253 39.179
0.145 39.715
0.175 39.210
0.233 39.593
0.182 39.691
0.208 39.326
0.197 39.635
0.138 39.559
0.144 39.595
0.171 39.957
0.130 39.949
0.241 40.055
0.268 39.852
0.154 40.137
0.158 39.784
0.095 39.740
0.203 39.949
0.120 39.743
0.123 40.113
0.255 40.251
0.195 39.789
0.165 39.891
0.182 40.130
0.234 40.029
0.286 39.872
0.191 39.845
0.144 40.075
0.290 39.997
0.191 40.101
0.306 40.185
0.144 40.237
0.177 40.007
0.223 40.360
0.107 40.161
0.214 40.093
0.136 40.234
0.217 40.412
0.219 40.084
0.167 40.081
0.155 39.968
0.254 40.108
0.203 40.265
0.221 40.150
0.214 40.269
0.271 40.015
0.231 40.011
0.160 39.959
0.163 40.507
0.200 40.760
0.212 40.342
0.161 40.532
0.202 40.144
0.179 40.193
0.257 40.302
0.227 40.508
0.330 40.357
0.339 40.354
0.262 40.554
0.189 40.399
0.289 40.621
0.264 40.326
0.270 40.336
0.247 40.442
0.241 40.322
0.191 40.690
0.286 39.983
0.284 40.549
0.165 40.139
0.289 40.081
0.136 40.536
0.234 40.731
0.190 40.404
0.243 40.455
0.261 40.633
0.187 40.574
0.254 40.724
0.219 40.221
0.251 40.792
0.232 40.847
0.321 40.721
0.252 40.515
0.143 40.482
0.267 40.435
0.187 40.650
0.207 40.774
0.210 40.570
0.316 41.019
0.271 40.525
0.194 40.953
0.221 40.686
0.236 40.555
0.215 40.729
0.270 40.693
0.242 40.326
0.184 40.732
0.196 40.611
0.312 40.651
0.215 40.775
0.311 40.765
0.291 40.832
0.279 40.938
0.272 40.799
0.168 40.550
0.224 40.926
0.172 40.970
0.297 40.623
0.299 40.601
0.260 40.846
0.323 40.709
0.255 41.249
0.312 40.688
0.268 41.125
0.294 40.717
0.341 40.576
0.297 40.904
0.323 41.078
0.290 40.825
0.388 40.987
0.247 41.126
0.314 40.912
0.328 40.571
0.351 41.139
0.207 40.809
0.270 40.675
0.308 40.764
0.274 40.857
0.227 40.800
0.275 41.339
0.345 41.073
0.287 40.938
0.276 41.240
0.264 41.100
0.197 41.006
0.344 41.299
0.365 41.233
0.310 40.907
0.347 40.925
0.359 41.088
0.237 40.780
0.391 41.283
0.283 41.296
0.278 41.028
0.339 41.119
0.363 40.892
0.253 41.368
0.283 41.514
0.310 41.069
0.344 41.248
0.277 41.127
0.392 41.334
0.250 41.062
0.329 41.269
0.294 40.867
0.392 41.284
0.253 41.534
0.358 41.115
0.263 41.092
0.313 41.276
0.394 41.279
0.413 41.420
0.278 41.423
0.376 41.227
0.397 41.291
0.303 41.068
0.315 41.313
0.306 41.303
0.331 41.132
0.287 41.422
0.270 41.770
0.303 41.499
0.235 41.417
0.315 41.614
0.388 41.729
0.406 41.426
0.381 41.085
0.346 41.593
0.266 41.557
0.368 41.298
0.307 41.476
0.403 41.631
0.412 41.726
0.293 41.337
0.337 41.459
0.323 41.093
0.257 41.285
0.326 41.427
0.400 41.473
0.315 41.202
0.269 41.332
0.226 41.857
0.382 41.464
0.409 41.326
0.284 41.449
0.367 41.301
0.323 41.636
0.340 41.385
0.262 41.181
0.389 41.454
0.350 41.507
0.372 41.401
0.333 41.348
0.356 41.637
0.438 41.649
0.401 41.732
0.381 42.080
0.398 41.714
0.360 41.664
0.387 41.619
0.238 41.780
0.312 41.942
0.541 41.513
0.333 42.052
0.465 41.718
0.377 41.666
0.425 41.650
0.318 41.518
0.335 41.824
0.378 41.467
0.342 41.873
0.389 41.984
0.407 41.672
0.383 41.191
0.395 41.966
0.417 41.566
0.430 41.286
0.318 41.598
0.464 41.773
0.317 41.820
0.461 41.397
0.414 41.729
0.406 41.905
0.365 41.978
0.474 41.456
0.368 41.631
0.406 41.321
0.402 41.752
0.390 42.053
0.414 41.587
0.491 41.752
0.347 42.292
0.462 41.916
0.436 41.862
0.380 41.762
0.487 42.120
0.341 41.625
0.420 42.004
0.394 41.811
0.331 41.656
0.368 42.072
0.389 41.859
0.369 41.641
0.395 41.607
0.414 41.716
0.386 41.685
0.354 41.814
0.488 41.911
0.461 41.631
0.459 41.826
0.377 41.868
0.474 41.912
0.397 41.958
0.484 41.961
0.436 41.720
0.409 41.732
0.431 41.830
0.450 41.908
0.401 42.104
0.413 42.111
0.502 41.907
0.419 42.126
0.533 41.541
0.281 42.057
0.364 41.546
0.421 41.638
0.430 42.075
0.392 41.930
0.453 41.748
0.416 42.026
0.410 41.862
0.400 41.456
0.444 41.727
0.408 42.087
0.507 42.044
0.398 42.321
0.439 42.024
0.461 41.850
0.396 42.142
0.372 42.013
0.455 41.979
0.347 42.242
0.455 42.195
0.446 41.901
0.462 42.278
0.466 41.822
0.481 42.293
0.412 42.022
0.604 42.050
0.366 42.152
0.500 41.925
0.425 42.184
0.412 42.184
0.461 41.841
0.514 42.179
0.443 42.303
0.476 42.131
0.443 41.925
0.560 41.456
0.473 41.965
0.362 42.266
0.437 42.044
0.513 42.149
0.526 42.489
0.384 41.896
0.409 42.073
0.514 42.089
0.441 41.837
0.301 42.429
0.414 42.314
0.487 42.401
0.437 42.332
0.435 42.448
0.483 42.320
0.420 42.083
0.532 42.139
0.471 42.605
0.430 42.137
0.511 41.881
0.419 42.216
0.427 42.047
0.541 42.188
0.443 42.483
0.523 42.158
0.496 42.475
0.502 42.627
0.464 42.418
0.592 42.452
0.510 42.480
0.494 42.138
0.439 42.430
0.535 42.241
0.503 42.376
0.579 42.534
0.497 42.110
0.487 42.265
0.472 42.551
0.429 42.015
0.542 42.235
0.445 42.430
0.500 42.786
0.525 42.608
0.512 42.288
0.501 42.252
0.536 42.423
0.502 42.288
0.563 42.207
0.559 42.746
0.555 42.479
0.450 42.660
0.376 42.525
0.450 42.508
0.547 42.565
0.479 42.406
0.374 42.602
0.525 42.808
0.620 42.310
0.506 42.517
0.482 42.342
0.528 42.338
0.597 42.446
0.556 42.524
0.486 42.437
0.516 42.637
0.494 42.394
0.437 42.662
0.445 42.272
0.645 42.591
0.623 42.677
0.565 42.093
0.473 42.505
0.598 42.485
0.576 42.307
0.585 42.437
0.665 42.604
0.487 42.725
0.638 42.409
0.565 42.404
0.489 42.752
0.502 42.671
0.570 42.622
0.451 42.500
0.592 42.393
0.440 42.786
0.478 42.559
0.490 42.678
0.469 42.732
0.519 42.881
0.557 42.658
0.643 42.679
0.613 42.759
0.465 42.586
0.587 42.515
0.662 42.602
0.474 42.632
0.605 42.823
0.520 42.272
0.558 42.439
0.496 43.063
0.623 42.805
0.545 42.662
0.574 42.357
0.575 42.797
0.576 42.397
0.588 42.472
0.551 43.026
0.475 42.302
0.608 42.981
0.553 42.978
0.459 42.778
0.602 42.957
0.635 42.548
0.552 42.619
0.598 42.710
0.643 43.032
0.591 43.006
0.477 43.078
0.534 42.815
0.615 42.900
0.543 42.957
0.678 42.862
0.615 42.605
0.609 43.070
0.655 42.825
0.688 42.570
0.538 42.812
0.498 43.057
0.590 43.066
0.714 42.932
0.514 42.603
0.550 42.709
0.623 43.071
0.526 42.432
0.684 42.887
0.632 42.881
0.613 42.845
0.569 43.189
0.567 43.012
0.608 42.928
0.640 42.997
0.619 42.702
0.715 42.554
0.621 43.076
0.564 42.862
0.734 43.053
0.619 43.048
0.705 42.972
0.667 42.995
0.552 42.978
0.658 43.139
0.627 42.826
0.621 42.991
0.595 42.838
0.638 42.953
0.629 43.424
0.515 43.018
0.635 43.024
0.652 42.801
0.693 42.982
0.565 43.071
0.620 42.873
0.667 42.942
0.660 43.310
0.596 42.585
0.540 43.148
0.599 43.121
0.590 43.081
0.625 43.258
0.501 43.577
0.724 42.790
0.618 43.111
0.487 43.035
0.719 43.187
0.617 42.835
0.663 43.211
0.657 42.713
0.704 43.310
0.539 42.896
0.671 43.322
0.639 43.257
0.792 43.397
0.782 43.162
0.602 42.676
0.755 42.961
0.654 42.770
0.719 43.077
0.765 43.008
0.728 43.460
0.675 43.080
0.661 42.842
0.754 43.057
0.668 42.666
0.642 43.170
0.668 43.200
0.750 43.110
0.643 43.062
0.758 42.966
0.740 43.013
0.666 43.167
0.631 43.399
0.736 42.945
0.707 43.234
0.581 43.181
0.694 43.106
0.711 42.746
0.609 43.405
0.677 43.141
0.671 43.413
0.761 42.938
0.701 43.006
0.777 43.520
0.628 43.341
0.687 43.449
0.759 43.114
0.645 43.476
0.853 43.141
0.700 43.422
0.585 43.122
0.750 43.434
0.704 43.388
0.785 43.198
0.827 43.038
0.648 43.310
0.807 43.421
0.638 43.167
0.619 43.405
0.704 43.455
0.745 43.206
0.755 43.509
0.865 43.272
0.675 43.225
0.739 43.064
0.753 42.939
0.725 43.311
0.766 43.080
0.695 43.426
0.654 43.002
0.782 43.036
0.769 43.512
0.759 43.214
0.687 43.345
0.731 43.288
0.801 43.274
0.793 43.115
0.788 43.311
0.611 43.195
0.668 43.483
0.672 43.490
0.684 43.317
0.737 43.373
0.783 43.413
0.720 43.256
0.777 43.046
0.719 43.468
0.675 43.768
0.651 43.211
0.742 43.023
0.748 43.623
0.812 43.724
0.784 43.742
0.823 43.174
0.706 43.314
0.739 43.636
0.774 43.448
0.690 43.199
0.824 43.522
0.802 43.425
0.768 43.882
0.648 43.424
0.711 43.386
0.683 43.381
0.746 43.330
0.719 43.407
0.814 43.414
0.811 43.424
0.733 43.155
0.626 43.237
0.800 43.453
0.771 43.428
0.681 42.832
0.772 43.734
0.813 43.275
0.730 43.108
0.899 43.260
0.703 43.792
0.764 43.366
0.719 43.446
0.922 43.625
0.928 43.499
0.761 43.302
0.708 43.556
0.743 43.338
0.748 43.352
0.838 43.423
0.748 43.290
0.733 43.399
0.760 43.556
0.930 43.319
0.652 43.312
0.743 43.263
0.934 43.276
0.717 43.549
0.875 43.387
0.747 43.461
0.767 43.584
0.812 43.481
0.771 43.576
0.752 43.446
0.746 43.277
0.860 43.620
0.832 43.434
0.820 42.928
0.974 43.486
0.844 43.467
0.824 43.502
0.908 43.561
0.812 43.321
0.761 43.413
0.764 43.440
0.729 43.934
0.816 43.356
0.765 43.908
0.826 43.516
0.667 43.767
0.950 43.534
0.902 43.835
0.745 43.637
0.816 43.508
0.799 43.849
0.781 43.869
0.800 43.504
0.618 43.990
0.862 43.998
0.878 43.681
0.805 44.174
0.866 43.959
0.909 43.623
0.719 43.854
0.818 44.027
0.782 43.740
0.844 43.506
0.786 43.784
0.761 43.627
0.851 43.634
0.868 43.636
0.789 43.717
0.861 43.649
0.858 44.044
0.761 43.442
0.865 43.624
0.860 43.802
0.927 43.673
0.897 43.504
0.818 43.590
0.769 43.804
0.852 43.768
0.885 43.488
0.816 43.784
0.850 43.446
0.875 43.495
0.910 43.484
0.857 43.814
0.795 43.504
0.862 43.908
0.831 43.711
0.897 43.625
0.970 43.803
0.787 44.017
0.945 44.063
0.793 43.548
0.817 43.955
0.869 43.542
0.949 44.009
0.821 43.906
0.893 43.694
0.863 43.331
0.814 43.443
0.784 43.846
0.829 43.368
0.737 43.689
0.965 43.996
0.859 43.793
1.018 43.660
0.789 43.744
0.966 43.701
0.823 43.868
0.904 43.689
0.856 43.317
0.887 43.704
0.984 44.027
0.891 43.460
0.813 43.794
0.912 43.984
0.986 44.200
0.901 43.982
0.907 43.558
1.118 43.846
0.882 43.968
0.889 43.627
0.847 43.892
0.836 44.123
0.837 44.090
0.939 43.835
0.916 43.918
0.880 43.942
0.868 43.767
0.866 43.662
0.913 43.953
0.836 44.086
0.915 43.816
1.022 43.838
1.001 43.894
0.879 44.179
0.879 43.905
0.898 43.882
0.826 43.633
0.893 43.701
0.985 43.746
1.024 43.741
0.944 43.841
0.838 43.768
0.936 43.833
0.929 44.206
0.855 43.829
0.970 43.830
0.881 44.100
0.846 43.766
0.940 44.075
0.869 43.966
0.757 43.764
0.714 43.905
0.868 43.849
0.930 43.901
1.008 44.307
0.918 43.817
1.055 43.761
0.930 43.663
0.996 43.881
0.886 44.034
1.174 44.058
0.885 43.960
0.933 44.171
0.988 44.191
1.050 43.834
0.728 43.875
0.837 44.077
1.053 44.032
0.961 43.795
1.082 43.687
0.979 44.105
0.789 44.007
1.008 43.860
1.008 43.455
0.880 44.073
0.845 43.806
1.007 43.893
0.773 43.941
0.929 43.999
0.885 44.065
0.899 44.300
0.981 44.001
0.949 44.149
1.037 44.204
0.839 43.980
0.983 44.132
0.980 43.763
1.038 44.312
0.880 44.249
0.973 44.061
0.865 43.888
0.983 44.054
0.986 44.085
0.927 44.148
1.054 44.027
1.123 44.074
0.934 44.040
0.993 43.704
0.916 43.892
0.920 44.417
0.988 43.888
0.855 44.108
0.975 44.016
1.019 44.187
1.040 43.972
1.099 44.118
0.989 44.321
0.951 44.187
0.891 44.212
0.970 44.021
0.983 43.841
0.845 44.403
0.970 44.151
0.970 43.930
1.080 43.872
0.979 44.135
0.849 43.964
0.914 44.338
0.978 43.965
0.998 44.160
0.973 43.767
0.964 43.827
1.011 43.905
1.032 44.080
0.928 44.396
1.091 44.426
0.996 44.208
0.938 43.917
1.062 43.932
1.045 44.089
0.816 44.278
0.836 44.345
0.945 44.291
1.189 44.059
1.065 43.902
1.076 44.146
0.931 44.250
0.937 44.130
1.002 44.056
1.037 44.114
1.010 44.374
1.065 44.321
1.012 43.639
1.024 44.128
1.078 44.009
0.986 44.082
