# Error in mu 0.20
# z   mu
0.232 40.404
0.306 40.455
0.236 40.633
0.221 40.574
0.218 40.724
0.199 40.221
0.203 40.792
0.237 40.847
0.252 40.721
0.203 40.515
0.176 40.482
0.244 40.435
0.267 40.650
0.183 40.774
0.223 40.570
0.290 41.019
0.260 40.525
0.268 40.953
0.216 40.686
0.227 40.555
0.287 40.729
0.303 40.693
0.331 40.326
0.235 40.732
0.292 40.611
0.327 40.651
0.201 40.775
0.294 40.765
0.281 40.832
0.345 40.938
0.324 40.799
0.301 40.550
0.175 40.926
0.195 40.970
0.262 40.623
0.183 40.601
0.173 40.846
0.316 40.709
0.258 41.249
0.346 40.688
0.313 41.125
0.260 40.717
0.267 40.576
0.283 40.904
0.300 41.078
0.324 40.825
0.362 40.987
0.378 41.126
0.303 40.912
0.334 40.571
0.315 41.139
0.288 40.809
0.333 40.675
0.373 40.764
0.366 40.857
0.293 40.800
0.190 41.339
0.362 41.073
0.224 40.938
0.307 41.240
0.406 41.100
0.314 41.006
0.379 41.299
0.349 41.233
0.248 40.907
0.328 40.925
0.303 41.088
0.311 40.780
0.345 41.283
0.251 41.296
0.391 41.028
0.343 41.119
0.322 40.892
0.335 41.368
0.316 41.514
0.316 41.069
0.294 41.248
0.335 41.127
0.335 41.334
0.250 41.062
0.333 41.269
0.399 40.867
0.366 41.284
0.375 41.534
0.381 41.115
0.306 41.092
0.405 41.276
0.328 41.279
0.305 41.420
0.361 41.423
0.253 41.227
0.275 41.291
0.278 41.068
0.287 41.313
0.347 41.303
0.224 41.132
0.364 41.422
0.284 41.770
0.383 41.499
0.370 41.417
0.442 41.614
0.435 41.729
0.347 41.426
0.337 41.085
0.302 41.593
0.386 41.557
0.346 41.298
0.305 41.476
0.329 41.631
0.365 41.726
0.298 41.337
0.292 41.459
0.331 41.093
0.407 41.285
0.325 41.427
0.342 41.473
0.348 41.202
0.386 41.332
0.354 41.857
0.291 41.464
0.382 41.326
0.431 41.449
0.397 41.301
0.314 41.636
0.405 41.385
0.420 41.181
0.424 41.454
0.361 41.507
0.250 41.401
0.372 41.348
0.364 41.637
0.307 41.649
0.359 41.732
0.404 42.080
0.389 41.714
0.314 41.664
0.247 41.619
0.525 41.780
0.291 41.942
0.403 41.513
0.420 42.052
0.464 41.718
0.442 41.666
0.298 41.650
0.435 41.518
0.419 41.824
0.431 41.467
0.336 41.873
0.427 41.984
0.412 41.672
0.449 41.191
0.283 41.966
0.416 41.566
0.407 41.286
0.362 41.598
0.445 41.773
0.407 41.820
0.316 41.397
0.388 41.729
0.465 41.905
0.339 41.978
0.457 41.456
0.388 41.631
0.399 41.321
0.450 41.752
0.400 42.053
0.443 41.587
0.424 41.752
0.475 42.292
0.307 41.916
0.384 41.862
0.358 41.762
0.508 42.120
0.413 41.625
0.446 42.004
0.412 41.811
0.469 41.656
0.339 42.072
0.385 41.859
0.374 41.641
0.447 41.607
0.393 41.716
0.386 41.685
0.410 41.814
0.411 41.911
0.401 41.631
0.415 41.826
0.341 41.868
0.392 41.912
0.386 41.958
0.377 41.961
0.434 41.720
0.465 41.732
0.334 41.830
0.400 41.908
0.443 42.104
0.469 42.111
0.418 41.907
0.401 42.126
0.456 41.541
0.363 42.057
0.550 41.546
0.441 41.638
0.508 42.075
0.375 41.930
0.509 41.748
0.427 42.026
0.389 41.862
0.444 41.456
0.554 41.727
0.474 42.087
0.476 42.044
0.479 42.321
0.448 42.024
0.456 41.850
0.519 42.142
0.430 42.013
0.398 41.979
0.410 42.242
0.542 42.195
0.501 41.901
0.522 42.278
0.334 41.822
0.454 42.293
0.425 42.022
0.441 42.050
0.515 42.152
0.495 41.925
0.521 42.184
0.327 42.184
0.446 41.841
0.469 42.179
0.561 42.303
0.500 42.131
0.595 41.925
0.469 41.456
0.456 41.965
0.484 42.266
0.533 42.044
0.459 42.149
0.548 42.489
0.404 41.896
0.353 42.073
0.517 42.089
0.487 41.837
0.353 42.429
0.437 42.314
0.573 42.401
0.516 42.332
0.475 42.448
0.389 42.320
0.428 42.083
0.392 42.139
0.460 42.605
0.544 42.137
0.430 41.881
0.501 42.216
0.552 42.047
0.490 42.188
0.461 42.483
0.375 42.158
0.417 42.475
0.510 42.627
0.410 42.418
0.443 42.452
0.428 42.480
0.580 42.138
0.622 42.430
0.618 42.241
0.575 42.376
0.558 42.534
0.515 42.110
0.676 42.265
0.485 42.551
0.441 42.015
0.434 42.235
0.519 42.430
0.601 42.786
0.517 42.608
0.470 42.288
0.542 42.252
0.654 42.423
0.377 42.288
0.573 42.207
0.559 42.746
0.479 42.479
0.496 42.660
0.539 42.525
0.489 42.508
0.649 42.565
0.565 42.406
0.564 42.602
0.539 42.808
0.526 42.310
0.564 42.517
0.515 42.342
0.484 42.338
0.497 42.446
0.417 42.524
0.475 42.437
0.568 42.637
0.539 42.394
0.413 42.662
0.635 42.272
0.510 42.591
0.519 42.677
0.540 42.093
0.432 42.505
0.436 42.485
0.618 42.307
0.547 42.437
0.474 42.604
0.554 42.725
0.463 42.409
0.512 42.404
0.521 42.752
0.562 42.671
0.623 42.622
0.609 42.500
0.578 42.393
0.487 42.786
0.605 42.559
0.551 42.678
0.616 42.732
0.477 42.881
0.465 42.658
0.606 42.679
0.520 42.759
0.595 42.586
0.536 42.515
0.554 42.602
0.497 42.632
0.591 42.823
0.467 42.272
0.522 42.439
0.611 43.063
0.572 42.805
0.652 42.662
0.463 42.357
0.623 42.797
0.728 42.397
0.601 42.472
0.584 43.026
0.585 42.302
0.581 42.981
0.645 42.978
0.551 42.778
0.725 42.957
0.530 42.548
0.529 42.619
0.606 42.710
0.592 43.032
0.758 43.006
0.639 43.078
0.571 42.815
0.711 42.900
0.619 42.957
0.517 42.862
0.535 42.605
0.613 43.070
0.725 42.825
0.612 42.570
0.620 42.812
0.606 43.057
0.628 43.066
0.550 42.932
0.667 42.603
0.683 42.709
0.669 43.071
0.633 42.432
0.680 42.887
0.667 42.881
0.613 42.845
0.606 43.189
0.617 43.012
0.687 42.928
0.680 42.997
0.642 42.702
0.745 42.554
0.659 43.076
0.658 42.862
0.748 43.053
0.681 43.048
0.714 42.972
0.672 42.995
0.682 42.978
0.577 43.139
0.664 42.826
0.614 42.991
0.688 42.838
0.573 42.953
0.665 43.424
0.669 43.018
0.586 43.024
0.695 42.801
0.663 42.982
0.529 43.071
0.613 42.873
0.531 42.942
0.631 43.310
0.728 42.585
0.641 43.148
0.628 43.121
0.662 43.081
0.767 43.258
0.704 43.577
0.656 42.790
0.717 43.111
0.732 43.035
0.687 43.187
0.557 42.835
0.595 43.211
0.650 42.713
0.637 43.310
0.708 42.896
0.734 43.322
0.809 43.257
0.674 43.397
0.471 43.162
0.673 42.676
0.591 42.961
0.739 42.770
0.670 43.077
0.621 43.008
0.770 43.460
0.651 43.080
0.636 42.842
0.863 43.057
0.667 42.666
0.652 43.170
0.590 43.200
0.743 43.110
0.720 43.062
0.636 42.966
0.688 43.013
0.756 43.167
0.715 43.399
0.684 42.945
0.652 43.234
0.857 43.181
0.699 43.106
0.724 42.746
0.755 43.405
0.695 43.141
0.642 43.413
0.745 42.938
0.799 43.006
0.731 43.520
0.641 43.341
0.700 43.449
0.690 43.114
0.775 43.476
0.751 43.141
0.763 43.422
0.623 43.122
0.754 43.434
0.738 43.388
0.710 43.198
0.739 43.038
0.700 43.310
0.619 43.421
0.770 43.167
0.759 43.405
0.664 43.455
0.746 43.206
0.712 43.509
0.630 43.272
0.679 43.225
0.784 43.064
0.734 42.939
0.751 43.311
0.638 43.080
0.505 43.426
0.737 43.002
0.791 43.036
0.749 43.512
0.765 43.214
0.739 43.345
0.606 43.288
0.781 43.274
0.645 43.115
0.613 43.311
0.804 43.195
0.675 43.483
0.724 43.490
0.702 43.317
0.660 43.373
0.766 43.413
0.728 43.256
0.783 43.046
0.695 43.468
0.578 43.768
0.746 43.211
0.646 43.023
0.679 43.623
0.719 43.724
0.724 43.742
0.655 43.174
0.812 43.314
0.756 43.636
0.686 43.448
0.837 43.199
0.748 43.522
0.772 43.425
0.702 43.882
0.802 43.424
0.806 43.386
0.784 43.381
0.853 43.330
0.759 43.407
0.800 43.414
0.717 43.424
0.814 43.155
0.824 43.237
0.760 43.453
0.856 43.428
0.794 42.832
0.816 43.734
0.758 43.275
0.816 43.108
0.786 43.260
0.682 43.792
0.753 43.366
0.643 43.446
0.814 43.625
0.841 43.499
0.667 43.302
0.699 43.556
0.722 43.338
0.800 43.352
0.841 43.423
0.819 43.290
0.830 43.399
0.859 43.556
0.802 43.319
0.781 43.312
0.619 43.263
0.810 43.276
0.750 43.549
0.754 43.387
0.825 43.461
0.808 43.584
0.769 43.481
0.865 43.576
0.852 43.446
0.711 43.277
0.764 43.620
0.878 43.434
0.721 42.928
0.790 43.486
0.736 43.467
0.832 43.502
0.857 43.561
0.861 43.321
0.687 43.413
0.870 43.440
0.811 43.934
0.763 43.356
0.812 43.908
0.647 43.516
0.852 43.767
0.865 43.534
0.863 43.835
0.817 43.637
0.905 43.508
0.908 43.849
0.807 43.869
0.812 43.504
0.756 43.990
0.858 43.998
0.823 43.681
0.807 44.174
0.763 43.959
0.858 43.623
0.962 43.854
0.739 44.027
0.856 43.740
0.924 43.506
0.841 43.784
0.869 43.627
0.794 43.634
0.804 43.636
0.781 43.717
0.849 43.649
0.877 44.044
0.809 43.442
0.773 43.624
0.873 43.802
0.875 43.673
0.826 43.504
0.911 43.590
0.663 43.804
0.856 43.768
0.799 43.488
0.797 43.784
0.932 43.446
0.880 43.495
0.775 43.484
0.979 43.814
0.782 43.504
0.951 43.908
0.862 43.711
0.734 43.625
0.876 43.803
0.830 44.017
0.805 44.063
0.994 43.548
0.765 43.955
0.948 43.542
0.915 44.009
0.888 43.906
0.832 43.694
0.782 43.331
0.967 43.443
0.800 43.846
0.920 43.368
0.931 43.689
0.992 43.996
0.933 43.793
1.026 43.660
0.959 43.744
0.827 43.701
1.003 43.868
0.849 43.689
0.729 43.317
0.914 43.704
0.916 44.027
0.891 43.460
0.982 43.794
0.774 43.984
0.892 44.200
0.798 43.982
0.938 43.558
0.923 43.846
0.883 43.968
1.082 43.627
0.844 43.892
0.883 44.123
0.841 44.090
0.888 43.835
0.897 43.918
0.884 43.942
0.812 43.767
0.881 43.662
0.811 43.953
0.729 44.086
0.945 43.816
0.813 43.838
0.731 43.894
0.900 44.179
1.018 43.905
0.831 43.882
1.096 43.633
0.901 43.701
0.948 43.746
0.863 43.741
0.938 43.841
0.955 43.768
0.924 43.833
0.814 44.206
1.008 43.829
0.869 43.830
0.898 44.100
0.923 43.766
0.995 44.075
0.986 43.966
0.808 43.764
0.995 43.905
0.779 43.849
1.025 43.901
0.839 44.307
0.985 43.817
0.865 43.761
0.743 43.663
0.897 43.881
1.022 44.034
0.930 44.058
0.951 43.960
1.150 44.171
0.925 44.191
1.138 43.834
0.812 43.875
0.958 44.077
0.756 44.032
1.016 43.795
0.967 43.687
0.808 44.105
0.829 44.007
0.847 43.860
0.989 43.455
0.973 44.073
1.109 43.806
0.957 43.893
0.897 43.941
0.900 43.999
1.046 44.065
1.015 44.300
0.946 44.001
0.917 44.149
0.938 44.204
1.051 43.980
0.792 44.132
0.874 43.763
1.012 44.312
0.805 44.249
0.957 44.061
0.896 43.888
0.904 44.054
0.916 44.085
1.186 44.148
0.944 44.027
0.854 44.074
0.829 44.040
1.077 43.704
0.990 43.892
0.859 44.417
1.023 43.888
1.073 44.108
0.955 44.016
0.835 44.187
1.117 43.972
0.928 44.118
1.076 44.321
0.936 44.187
0.874 44.212
0.839 44.021
0.976 43.841
0.981 44.403
0.793 44.151
1.019 43.930
0.952 43.872
1.079 44.135
0.962 43.964
0.802 44.338
0.960 43.965
0.943 44.160
0.909 43.767
0.933 43.827
0.945 43.905
1.007 44.080
0.956 44.396
1.065 44.426
0.917 44.208
0.987 43.917
1.098 43.932
0.965 44.089
1.055 44.278
1.034 44.345
0.990 44.291
1.030 44.059
0.960 43.902
0.818 44.146
0.906 44.250
0.965 44.130
1.046 44.056
0.884 44.114
1.064 44.374
1.135 44.321
0.970 43.639
0.933 44.128
1.029 44.009
1.129 44.082
