# Error in mu 0.20
# z   mu
0.352 41.589
0.353 41.635
0.353 41.378
0.354 41.578
0.355 41.015
0.359 41.729
0.359 41.328
0.359 41.262
0.361 41.620
0.363 41.548
0.364 41.319
0.364 41.806
0.364 40.810
0.364 41.203
0.365 41.571
0.365 41.416
0.365 41.522
0.365 41.547
0.366 41.806
0.367 41.117
0.368 41.404
0.369 41.469
0.369 41.771
0.369 41.827
0.370 41.533
0.370 41.638
0.372 41.515
0.372 41.478
0.373 41.066
0.374 41.988
0.375 41.600
0.375 41.480
0.375 41.263
0.377 41.504
0.377 41.500
0.377 42.016
0.378 41.703
0.379 41.602
0.380 41.911
0.382 41.566
0.382 41.622
0.382 41.814
0.383 41.325
0.384 41.807
0.386 41.310
0.386 41.692
0.390 41.398
0.391 41.782
0.393 41.858
0.394 41.765
0.396 41.604
0.397 41.780
0.398 41.802
0.399 41.562
0.400 41.356
0.400 41.649
0.401 42.166
0.401 41.926
0.402 41.432
0.402 41.866
0.402 41.898
0.403 41.909
0.403 41.461
0.405 41.750
0.406 41.837
0.406 42.008
0.410 41.802
0.410 41.796
0.417 41.614
0.419 41.862
0.420 42.172
0.425 42.024
0.427 42.225
0.428 42.421
0.429 41.814
0.429 41.862
0.429 41.731
0.430 41.784
0.431 41.874
0.433 42.031
0.433 41.592
0.434 42.219
0.435 41.756
0.435 42.157
0.439 41.893
0.440 42.337
0.442 41.505
0.444 41.971
0.444 41.998
0.446 41.939
0.446 41.958
0.447 41.972
0.447 41.948
0.447 41.995
0.447 41.938
0.450 41.925
0.450 41.805
0.452 42.152
0.455 42.125
0.455 41.758
0.458 42.329
0.458 42.096
0.462 41.908
0.464 42.291
0.464 42.142
0.465 42.001
0.465 41.854
0.466 41.943
0.467 42.110
0.467 42.191
0.468 41.890
0.468 42.148
0.468 42.396
0.474 42.074
0.475 42.044
0.475 42.323
0.475 42.321
0.476 41.842
0.476 42.457
0.477 42.393
0.477 42.160
0.478 42.148
0.478 42.715
0.478 42.449
0.478 42.491
0.479 42.618
0.480 42.088
0.480 42.527
0.482 42.200
0.482 42.205
0.482 42.315
0.482 42.065
0.483 42.258
0.483 42.362
0.486 42.301
0.486 42.366
0.489 42.201
0.492 42.251
0.492 42.234
0.494 42.209
0.496 42.393
0.497 42.480
0.497 42.007
0.498 42.235
0.498 42.355
0.501 42.260
0.502 42.653
0.503 42.214
0.505 42.294
0.506 42.272
0.507 42.406
0.508 42.269
0.509 42.565
0.510 42.524
0.511 42.162
0.511 42.659
0.513 42.838
0.517 42.206
0.519 42.649
0.521 42.503
0.522 42.717
0.523 42.139
0.523 42.469
0.523 42.646
0.524 42.299
0.524 42.649
0.524 42.176
0.524 42.401
0.525 42.660
0.527 42.566
0.530 42.564
0.532 42.676
0.532 42.555
0.533 42.578
0.533 42.258
0.534 42.468
0.534 42.440
0.536 42.455
0.539 42.883
0.539 42.127
0.541 42.717
0.542 42.510
0.542 42.693
0.543 42.600
0.546 42.539
0.547 42.814
0.549 42.506
0.549 42.566
0.551 42.547
0.552 42.572
0.553 42.674
0.553 42.365
0.554 42.235
0.555 42.595
0.556 42.630
0.556 42.675
0.556 42.552
0.560 42.205
0.561 42.898
0.563 42.340
0.565 42.696
0.565 42.737
0.565 42.880
0.566 42.775
0.568 42.746
0.569 42.745
0.571 42.744
0.572 42.337
0.572 42.466
0.576 42.431
0.578 42.521
0.579 42.660
0.579 42.558
0.580 43.013
0.580 42.920
0.580 42.585
0.582 42.703
0.582 43.085
0.583 42.578
0.583 42.417
0.583 42.425
0.583 42.546
0.583 42.630
0.584 43.142
0.584 42.973
0.585 42.376
0.586 42.597
0.587 42.826
0.589 42.757
0.590 42.876
0.591 42.748
0.591 42.828
0.591 42.823
0.592 42.783
0.592 42.831
0.596 42.961
0.597 42.709
0.597 42.941
0.598 42.763
0.599 43.016
0.605 42.837
0.606 42.983
0.606 42.612
0.607 42.876
0.612 42.984
0.612 42.659
0.613 43.080
0.615 42.283
0.615 42.750
0.616 42.697
0.618 43.435
0.619 42.770
0.621 42.605
0.624 43.347
0.624 43.068
0.624 42.938
0.626 42.808
0.626 42.852
0.628 43.180
0.631 42.578
0.632 42.918
0.636 42.707
0.637 43.038
0.638 43.051
0.639 42.878
0.640 43.377
0.640 43.142
0.641 43.003
0.641 42.887
0.641 43.193
0.642 42.494
0.644 43.128
0.644 42.738
0.648 43.452
0.650 42.741
0.652 42.914
0.654 43.122
0.654 42.700
0.654 43.262
0.656 43.283
0.657 43.024
0.657 42.554
0.658 42.841
0.658 43.423
0.658 42.581
0.659 43.004
0.659 43.155
0.660 43.067
0.660 43.084
0.660 42.879
0.661 42.869
0.663 43.080
0.663 43.325
0.664 43.153
0.664 42.853
0.665 42.974
0.665 43.296
0.667 43.002
0.668 43.235
0.668 43.254
0.669 43.175
0.669 42.809
0.670 43.245
0.670 42.997
0.672 42.506
0.674 43.049
0.674 43.587
0.675 43.325
0.675 43.615
0.676 43.380
0.676 43.333
0.677 43.071
0.677 43.360
0.678 43.161
0.679 43.125
0.681 43.030
0.681 43.497
0.682 42.941
0.683 42.792
0.685 43.005
0.686 43.231
0.686 43.123
0.686 43.190
0.687 43.484
0.688 42.710
0.690 43.065
0.691 43.625
0.691 43.356
0.692 43.482
0.693 42.894
0.695 43.246
0.696 42.893
0.697 43.295
0.697 43.139
0.698 43.155
0.699 43.554
0.700 43.507
0.702 42.635
0.704 43.007
0.704 43.202
0.704 43.202
0.705 43.207
0.706 43.296
0.707 43.560
0.707 42.848
0.707 43.255
0.708 43.705
0.709 42.689
0.709 43.056
0.710 43.610
0.713 43.054
0.714 43.024
0.714 43.284
0.715 43.329
0.715 43.333
0.716 43.337
0.717 43.083
0.717 43.648
0.718 43.413
0.719 43.092
0.720 43.311
0.720 43.221
0.721 43.408
0.725 43.242
0.726 43.039
0.726 43.555
0.727 43.468
0.728 43.182
0.728 43.157
0.729 42.926
0.729 43.094
0.731 43.263
0.731 43.287
0.731 43.230
0.732 43.268
0.733 43.203
0.733 43.670
0.733 43.517
0.734 43.469
0.735 43.330
0.736 43.533
0.737 43.527
0.739 43.625
0.740 43.629
0.741 43.178
0.742 43.205
0.742 43.529
0.742 43.216
0.743 43.562
0.744 43.760
0.747 43.156
0.748 43.503
0.749 43.755
0.750 43.214
0.751 43.383
0.753 43.427
0.753 43.623
0.753 43.606
0.754 43.275
0.754 43.337
0.755 43.466
0.756 43.245
0.757 43.616
0.757 43.324
0.758 43.609
0.758 43.727
0.759 43.516
0.759 43.542
0.760 43.333
0.762 43.662
0.762 43.483
0.763 43.177
0.765 43.293
0.765 43.483
0.766 43.952
0.766 43.219
0.767 43.436
0.768 43.566
0.769 43.516
0.770 43.819
0.770 43.682
0.771 43.471
0.771 43.480
0.772 43.736
0.774 43.469
0.774 43.608
0.775 43.452
0.778 44.032
0.778 43.727
0.778 43.514
0.780 43.540
0.782 43.449
0.784 43.490
0.786 43.263
0.786 43.558
0.787 43.881
0.788 43.403
0.789 43.649
0.789 43.388
0.790 43.309
0.790 43.325
0.791 43.100
0.792 43.507
0.793 43.647
0.795 43.714
0.798 43.336
0.801 43.786
0.802 43.601
0.802 43.661
0.802 44.039
0.803 43.525
0.803 43.365
0.803 43.556
0.806 44.245
0.807 43.478
0.808 43.675
0.809 43.547
0.809 43.795
0.812 43.778
0.812 43.682
0.812 43.353
0.813 43.396
0.815 43.539
0.818 43.730
0.819 43.895
0.819 43.373
0.820 43.293
0.821 43.440
0.821 43.601
0.822 43.519
0.823 43.416
0.824 43.480
0.825 43.480
0.827 43.927
0.827 43.493
0.827 43.621
0.828 43.949
0.830 43.561
0.830 43.652
0.830 43.710
0.831 43.833
0.834 43.432
0.835 43.933
0.836 43.865
0.836 43.965
0.837 43.976
0.838 43.179
0.840 43.397
0.840 43.713
0.842 43.874
0.842 43.508
0.843 43.767
0.845 43.709
0.847 43.678
0.847 43.420
0.847 43.659
0.850 43.870
0.850 43.948
0.851 44.094
0.851 43.950
0.851 43.718
0.851 43.626
0.853 43.858
0.853 43.383
0.854 43.720
0.856 44.013
0.856 43.881
0.856 44.072
0.858 43.856
0.859 43.690
0.859 43.657
0.860 43.835
0.861 43.781
0.861 43.687
0.863 44.141
0.863 43.786
0.863 43.956
0.864 43.890
0.868 43.518
0.869 43.722
0.869 43.766
0.869 43.938
0.869 43.574
0.870 43.632
0.871 43.555
0.873 43.843
0.873 43.666
0.874 43.854
0.874 44.047
0.875 44.098
0.875 43.833
0.878 43.723
0.878 43.870
0.880 43.778
0.881 44.066
0.881 43.771
0.882 43.788
0.882 43.782
0.883 43.700
0.884 43.856
0.886 43.760
0.888 43.773
0.889 43.652
0.889 43.806
0.890 44.028
0.891 43.865
0.891 43.798
0.891 43.961
0.892 43.530
0.892 44.097
0.893 43.810
0.893 43.990
0.893 44.009
0.893 43.704
0.894 44.042
0.897 43.910
0.901 43.793
0.901 43.882
0.906 43.650
0.906 43.930
0.906 44.200
0.909 43.996
0.909 43.741
0.910 44.080
0.910 44.010
0.910 44.178
0.910 43.877
0.910 43.838
0.912 43.959
0.913 43.912
0.914 44.177
0.916 43.976
0.918 43.791
0.919 44.162
0.920 43.911
0.920 43.965
0.920 43.835
0.923 43.957
0.924 44.182
0.924 44.319
0.925 44.043
0.926 43.935
0.928 44.189
0.933 43.950
0.934 44.044
0.934 44.190
0.936 43.758
0.938 43.758
0.940 44.134
0.941 44.158
0.941 43.971
0.941 43.861
0.942 44.064
0.942 44.067
0.945 44.179
0.946 43.756
0.946 44.092
0.947 43.925
0.948 44.217
0.949 43.982
0.949 44.138
0.950 43.896
0.951 43.888
0.951 44.064
0.951 44.278
0.953 43.927
0.953 44.072
0.955 43.947
0.956 43.961
0.956 43.746
0.957 44.461
0.959 44.220
0.959 43.731
0.959 43.788
0.959 43.923
0.960 43.965
0.961 44.089
0.961 44.275
0.962 43.937
0.962 43.589
0.966 44.193
0.967 44.051
0.969 43.908
0.970 44.017
0.971 44.307
0.971 44.296
0.973 43.713
0.974 44.245
0.975 44.200
0.975 43.781
0.975 44.040
0.978 43.913
0.978 44.229
0.979 43.898
0.980 44.262
0.982 44.041
0.982 44.207
0.983 43.837
0.983 44.331
0.984 44.056
0.985 43.852
0.986 44.097
0.987 44.081
0.988 44.032
0.988 44.156
0.989 43.991
0.989 44.269
0.989 44.330
0.990 44.112
0.991 44.212
0.993 44.152
0.993 43.955
0.996 44.171
0.997 44.027
0.997 44.211
0.998 43.627
0.998 44.122
1.000 44.139
