# Error in mu 0.20
# Average sig_z 0.10
# z   z2   mu
0.175 0.155 39.999
0.175 0.270 39.971
0.177 0.079 39.848
0.179 0.206 39.732
0.180 0.042 39.754
0.183 0.165 39.621
0.183 0.183 39.970
0.184 0.382 39.948
0.187 0.259 39.524
0.188 0.266 39.670
0.188 0.085 39.759
0.189 0.180 40.325
0.190 0.212 39.834
0.191 0.342 40.095
0.191 0.096 39.725
0.193 0.370 39.909
0.197 0.219 40.024
0.198 0.255 39.718
0.198 0.109 40.020
0.199 0.200 40.183
0.200 0.131 39.830
0.200 0.154 40.035
0.202 0.211 39.858
0.370 0.203 39.947
0.253 0.204 39.991
0.208 0.306 40.003
0.211 0.094 40.138
0.211 0.112 40.041
0.132 0.212 40.136
0.213 0.056 39.947
0.213 0.117 39.841
0.213 0.031 40.063
0.209 0.215 39.943
0.215 0.276 40.098
0.216 0.228 40.224
0.422 0.216 39.777
0.216 0.069 40.257
0.216 0.243 40.164
0.217 0.302 40.103
0.218 0.320 40.217
0.218 0.223 40.108
0.220 0.242 40.251
0.220 0.247 40.339
0.221 0.269 39.903
0.221 0.326 40.331
0.221 0.174 40.355
0.223 0.300 40.267
0.224 0.289 40.631
0.224 0.303 40.249
0.226 0.231 40.264
0.228 0.105 40.364
0.171 0.229 40.254
0.230 0.113 40.457
0.231 0.355 40.282
0.233 0.060 40.060
0.236 0.054 40.410
0.236 0.137 40.717
0.237 0.246 40.412
0.239 0.376 40.349
0.239 0.448 40.334
0.239 0.297 40.305
0.239 0.020 40.577
0.240 0.254 40.575
0.240 0.226 40.386
0.241 0.318 40.624
0.243 0.399 40.615
0.244 0.254 40.614
0.109 0.244 40.535
0.244 0.298 40.640
0.245 0.241 40.747
0.245 0.316 40.310
0.246 0.375 40.722
0.247 0.162 40.519
0.248 0.324 40.166
0.251 0.305 40.692
0.251 0.210 40.880
0.252 0.300 40.300
0.253 0.182 40.965
0.368 0.257 40.802
0.259 0.139 40.430
0.261 0.386 40.352
0.261 0.225 40.870
0.262 0.198 40.631
0.263 0.268 40.925
0.266 0.187 40.855
0.267 0.256 40.812
0.268 0.440 40.297
0.268 0.344 40.965
0.268 0.368 40.944
0.269 0.510 40.574
0.269 0.344 40.771
0.269 0.444 41.097
0.269 0.341 40.839
0.270 0.204 40.699
0.270 0.143 40.824
0.270 0.379 40.171
0.273 0.377 40.816
0.273 0.217 40.734
0.275 0.287 40.645
0.275 0.284 41.126
0.275 0.211 40.766
0.275 0.270 40.667
0.119 0.277 40.678
0.279 0.200 40.932
0.279 0.339 41.247
0.285 0.251 41.105
0.189 0.286 40.799
0.286 0.160 41.133
0.287 0.082 40.574
0.287 0.363 41.127
0.239 0.290 40.763
0.291 0.207 41.016
0.292 0.444 40.841
0.292 0.323 40.823
0.293 0.276 40.683
0.200 0.294 41.157
0.321 0.295 40.974
0.295 0.250 40.908
0.297 0.160 41.166
0.297 0.267 40.766
0.298 0.209 41.132
0.299 0.306 41.057
0.300 0.213 41.070
0.301 0.287 40.872
0.301 0.307 41.029
0.302 0.342 41.093
0.304 0.344 40.859
0.305 0.415 40.897
0.374 0.306 41.331
0.520 0.307 40.997
0.308 0.297 40.827
0.310 0.307 40.773
0.310 0.283 41.306
0.312 0.331 41.132
0.312 0.384 41.339
0.313 0.407 40.997
0.314 0.419 41.070
0.315 0.264 40.940
0.318 0.335 41.018
0.320 0.364 41.244
0.322 0.398 41.276
0.324 0.286 41.144
0.326 0.239 41.118
0.326 0.554 41.231
0.326 0.415 41.294
0.327 0.306 41.164
0.332 0.451 41.436
0.333 0.409 41.164
0.335 0.333 41.259
0.337 0.342 41.283
0.340 0.656 41.557
0.348 0.438 41.449
0.349 0.262 41.138
0.351 0.338 41.093
0.351 0.419 41.750
0.352 0.313 41.528
0.353 0.331 41.377
0.355 0.411 41.474
0.339 0.356 42.039
0.356 0.423 41.400
0.357 0.477 41.696
0.358 0.386 41.216
0.358 0.398 41.165
0.361 0.200 41.746
0.361 0.311 41.234
0.420 0.363 41.116
0.364 0.202 41.354
0.365 0.424 41.618
0.398 0.365 41.505
0.365 0.413 41.786
0.365 0.557 41.289
0.366 0.457 41.413
0.366 0.418 41.320
0.367 0.511 41.661
0.367 0.507 41.440
0.369 0.428 41.375
0.369 0.354 41.409
0.372 0.347 41.039
0.373 0.315 41.498
0.377 0.670 41.275
0.326 0.378 41.740
0.378 0.310 41.751
0.379 0.435 41.346
0.379 0.266 41.409
0.380 0.441 41.518
0.381 0.486 41.755
0.381 0.494 41.554
0.384 0.381 41.708
0.382 0.248 41.717
0.383 0.295 41.764
0.383 0.224 41.247
0.384 0.332 41.546
0.385 0.406 41.718
0.385 0.411 41.994
0.388 0.459 41.601
0.389 0.445 41.918
0.390 0.348 41.538
0.390 0.276 41.465
0.390 0.453 41.260
0.391 0.415 41.977
0.391 0.485 41.324
0.391 0.379 41.925
0.393 0.379 41.436
0.394 0.257 41.711
0.394 0.403 41.563
0.395 0.424 41.463
0.395 0.418 41.520
0.395 0.392 41.431
0.396 0.361 41.655
0.396 0.362 42.031
0.396 0.425 41.354
0.398 0.308 42.093
0.398 0.576 41.446
0.399 0.311 41.348
0.400 0.407 41.412
0.403 0.580 41.928
0.406 0.358 42.140
0.407 0.265 41.779
0.410 0.421 41.647
0.410 0.455 41.840
0.411 0.435 41.853
0.413 0.481 41.745
0.274 0.415 41.852
0.415 0.466 42.058
0.416 0.269 41.961
0.416 0.324 41.547
0.416 0.367 41.500
0.417 0.335 41.744
0.417 0.392 41.671
0.418 0.545 42.160
0.421 0.344 41.700
0.421 0.477 41.760
0.469 0.422 41.712
0.423 0.403 41.971
0.423 0.302 42.195
0.424 0.516 42.159
0.424 0.285 41.588
0.425 0.440 42.063
0.426 0.561 41.887
0.426 0.444 42.066
0.427 0.428 42.006
0.427 0.524 42.044
0.427 0.310 42.052
0.428 0.303 42.053
0.428 0.498 42.245
0.388 0.428 41.775
0.429 0.368 42.134
0.430 0.492 42.133
0.431 0.509 41.968
0.431 0.466 42.062
0.432 0.319 41.892
0.433 0.512 42.041
0.433 0.327 41.865
0.433 0.398 41.847
0.433 0.412 42.069
0.435 0.447 41.499
0.435 0.295 41.909
0.437 0.193 41.941
0.438 0.533 42.066
0.440 0.267 42.036
0.440 0.511 42.356
0.441 0.375 41.648
0.441 0.401 41.723
0.442 0.398 41.933
0.443 0.446 42.206
0.363 0.443 41.952
0.444 0.505 42.143
0.446 0.592 42.144
0.447 0.354 41.870
0.448 0.495 41.973
0.450 0.554 42.078
0.451 0.458 41.832
0.453 0.556 42.069
0.455 0.389 42.280
0.455 0.626 42.096
0.456 0.506 42.068
0.457 0.373 42.152
0.458 0.397 42.492
0.459 0.459 42.043
0.460 0.522 41.699
0.464 0.502 42.770
0.464 0.560 42.473
0.464 0.334 41.923
0.465 0.558 42.223
0.472 0.392 42.082
0.472 0.428 42.175
0.472 0.520 42.444
0.473 0.431 42.043
0.473 0.565 42.118
0.417 0.473 42.163
0.473 0.450 42.262
0.474 0.500 42.375
0.475 0.370 42.348
0.476 0.584 41.874
0.479 0.607 42.097
0.481 0.284 42.373
0.481 0.523 41.956
0.485 0.483 42.413
0.485 0.441 42.094
0.486 0.346 42.242
0.491 0.517 42.156
0.491 0.561 42.048
0.492 0.258 42.118
0.493 0.399 42.021
0.493 0.425 42.322
0.493 0.643 42.317
0.493 0.498 42.665
0.494 0.417 42.026
0.494 0.570 42.087
0.495 0.539 42.091
0.747 0.496 42.689
0.497 0.508 42.349
0.499 0.622 42.174
0.500 0.447 42.406
0.500 0.648 42.338
0.501 0.445 42.164
0.358 0.501 42.366
0.502 0.525 42.132
0.506 0.517 42.438
0.506 0.413 42.302
0.507 0.576 42.776
0.509 0.578 41.864
0.510 0.486 42.250
0.511 0.454 42.439
0.511 0.405 42.769
0.514 0.516 42.373
0.481 0.515 42.460
0.515 0.435 42.410
0.515 0.599 42.409
0.515 0.508 42.054
0.517 0.525 42.655
0.518 0.480 42.382
0.518 0.643 42.242
0.519 0.567 42.469
0.519 0.687 42.373
0.519 0.365 42.419
0.519 0.341 42.446
0.519 0.471 42.080
0.520 0.498 42.162
0.522 0.265 42.226
0.525 0.557 42.495
0.527 0.404 42.355
0.527 0.580 42.359
0.527 0.515 42.551
0.528 0.414 42.191
0.529 0.458 42.478
0.529 0.683 42.534
0.529 0.631 42.530
0.529 0.472 42.573
0.530 0.634 42.756
0.532 0.437 42.820
0.487 0.532 42.685
0.533 0.408 42.463
0.535 0.761 42.759
0.537 0.686 42.797
0.537 0.541 42.477
0.539 0.476 42.547
0.540 0.552 42.335
0.540 0.388 42.701
0.540 0.436 42.641
0.541 0.495 42.812
0.541 0.484 42.182
0.543 0.612 42.660
0.545 0.627 42.541
0.545 0.494 42.478
0.545 0.422 42.815
0.546 0.602 42.785
0.547 0.713 42.484
0.548 0.453 42.613
0.548 0.531 42.610
0.549 0.580 42.699
0.549 0.415 42.895
0.550 0.556 42.672
0.551 0.573 42.834
0.552 0.413 42.841
0.552 0.569 42.157
0.553 0.480 42.110
0.553 0.605 42.430
0.554 0.546 42.933
0.555 0.672 42.403
0.556 0.572 42.270
0.556 0.581 42.424
0.556 0.543 42.355
0.556 0.656 42.576
0.557 0.567 42.291
0.557 0.488 42.789
0.568 0.559 42.543
0.563 0.503 42.451
0.564 0.699 42.793
0.564 0.700 42.636
0.565 0.691 42.725
0.565 0.559 42.680
0.565 0.408 42.824
0.565 0.728 42.557
0.567 0.449 42.634
0.567 0.485 42.845
0.567 0.473 42.391
0.567 0.562 42.641
0.433 0.569 42.834
0.636 0.570 42.562
0.598 0.571 42.633
0.572 0.424 42.543
0.572 0.606 42.678
0.573 0.703 42.704
0.573 0.748 42.593
0.574 0.503 42.566
0.575 0.514 42.525
0.575 0.692 42.762
0.575 0.504 42.335
0.575 0.529 42.848
0.579 0.512 42.508
0.580 0.639 42.659
0.581 0.529 42.633
0.582 0.531 43.026
0.513 0.582 42.821
0.583 0.562 42.633
0.584 0.688 42.642
0.587 0.608 42.522
0.588 0.496 42.974
0.590 0.665 43.240
0.545 0.592 42.557
0.592 0.586 42.607
0.592 0.681 43.083
0.524 0.594 42.568
0.660 0.594 42.636
0.594 0.802 42.892
0.594 0.685 42.720
0.596 0.657 42.873
0.596 0.480 42.920
0.597 0.581 42.864
0.611 0.599 42.718
0.599 0.533 42.542
0.599 0.739 42.933
0.600 0.632 42.894
0.638 0.600 42.607
0.605 0.783 42.954
0.606 0.493 43.118
0.489 0.607 42.842
0.607 0.458 42.733
0.608 0.592 43.289
0.680 0.610 42.906
0.611 0.590 42.757
0.612 0.572 42.761
0.614 0.662 42.865
0.586 0.615 42.786
0.616 0.506 42.849
0.616 0.599 42.439
0.618 0.678 43.098
0.619 0.465 42.813
0.619 0.523 42.468
0.620 0.723 42.664
0.622 0.662 42.853
0.622 0.524 43.210
0.625 0.660 43.024
0.626 0.631 42.920
0.627 0.616 42.613
0.629 0.525 42.777
0.630 0.495 42.626
0.633 0.586 42.795
0.771 0.633 43.121
0.635 0.511 42.857
0.635 0.725 43.186
0.637 0.562 42.828
0.474 0.638 43.060
0.639 0.652 42.798
0.640 0.696 43.088
0.641 0.540 42.839
0.642 0.570 43.077
0.644 0.737 43.212
0.644 0.563 43.207
0.645 0.573 43.451
0.645 0.825 43.139
0.646 0.612 42.625
0.647 0.661 43.263
0.753 0.647 42.828
0.649 0.591 43.290
0.649 0.742 43.117
0.657 0.542 43.180
0.648 0.657 43.326
0.658 0.793 43.076
0.658 0.676 42.853
0.659 0.686 43.165
0.660 0.812 42.988
0.660 0.527 42.912
0.662 0.819 43.111
0.671 0.663 43.217
0.749 0.664 43.252
0.664 0.517 43.276
0.665 0.572 43.129
0.665 0.833 43.113
0.665 0.760 43.309
0.667 0.653 43.206
0.671 0.714 43.148
0.671 0.431 43.122
0.671 0.787 43.249
0.673 0.609 43.231
0.674 0.663 43.041
0.675 0.664 43.197
0.675 0.643 43.163
0.675 0.641 42.949
0.677 0.812 43.122
0.681 0.634 43.120
0.682 0.699 43.389
0.682 0.745 43.203
0.683 0.574 43.245
0.684 0.668 43.285
0.686 0.558 43.452
0.719 0.688 43.032
0.680 0.688 43.460
0.689 0.687 42.959
0.691 0.669 43.050
0.691 0.562 42.841
0.692 0.540 43.269
0.692 0.648 43.231
0.693 0.765 43.332
0.694 0.688 43.252
0.695 0.759 43.277
0.696 0.646 43.497
0.847 0.697 43.233
0.698 0.741 43.013
0.683 0.699 42.878
0.700 0.607 43.127
0.700 0.809 42.792
0.700 0.858 43.073
0.686 0.701 43.447
0.702 0.551 43.083
0.702 0.697 43.113
0.702 0.652 43.530
0.703 0.911 43.487
0.704 0.895 43.448
0.756 0.704 43.431
0.705 0.762 43.241
0.705 0.708 43.242
0.705 0.745 43.475
0.706 0.830 43.079
0.707 0.809 43.019
0.708 0.776 43.262
0.708 0.639 43.271
0.711 0.733 43.508
0.711 0.629 43.332
0.713 0.578 43.313
0.597 0.714 43.833
0.715 0.811 43.059
0.715 0.753 43.472
0.717 0.679 43.415
0.720 0.658 43.052
0.720 0.727 43.750
0.721 0.686 43.324
0.722 0.726 43.328
0.723 0.756 43.131
0.772 0.723 43.093
0.724 0.482 43.310
0.726 0.618 43.604
0.726 0.728 43.119
0.785 0.729 43.354
0.729 0.656 42.986
0.730 0.635 43.280
0.730 0.700 43.264
0.731 0.483 43.433
0.732 0.733 43.427
0.732 0.551 42.779
0.732 0.934 42.973
0.687 0.734 43.358
0.735 0.811 43.562
0.735 0.677 43.368
0.715 0.739 43.179
0.739 0.768 43.400
0.740 0.812 42.900
0.740 0.624 42.997
0.740 0.696 43.472
0.742 0.901 43.204
0.744 0.870 43.424
0.744 0.870 43.155
0.744 0.815 43.267
0.746 0.728 43.487
0.747 0.754 43.408
0.748 0.905 43.318
0.748 0.877 43.610
0.749 0.638 43.610
0.750 0.799 43.384
0.751 0.858 43.328
0.752 0.821 42.986
0.753 0.853 43.670
0.754 0.808 43.423
0.755 0.660 43.566
0.757 0.669 43.613
0.757 0.535 43.170
0.759 0.813 43.279
0.759 0.832 43.589
0.760 0.698 43.439
0.761 0.641 43.311
0.765 0.861 43.769
0.766 0.836 43.370
0.767 0.703 43.614
0.768 0.826 43.641
0.768 0.741 43.439
0.769 0.678 43.583
0.770 0.858 43.077
0.770 0.737 43.693
0.771 0.637 43.308
0.772 0.722 43.495
0.772 0.879 43.228
0.772 0.741 43.006
0.792 0.773 43.917
0.775 0.722 43.241
0.775 0.622 43.498
0.776 0.815 43.453
0.777 0.899 43.440
0.779 0.659 43.044
0.779 0.672 43.590
0.780 0.746 43.223
0.781 0.837 43.295
0.752 0.782 43.173
0.783 0.799 43.735
0.811 0.783 43.619
0.784 0.826 43.254
0.786 0.727 43.612
0.789 0.867 43.323
0.790 0.934 44.022
0.790 0.848 43.516
0.791 0.695 43.482
0.791 0.756 43.749
0.792 0.668 43.899
0.792 0.780 43.613
0.609 0.792 43.751
0.793 0.613 43.749
0.836 0.794 43.433
0.794 0.680 43.210
0.795 0.722 43.405
0.796 0.852 43.311
0.797 0.725 43.445
0.797 0.835 43.624
0.799 0.672 43.427
0.800 0.829 43.673
0.800 0.935 43.506
0.801 0.754 43.721
0.802 0.835 43.167
0.803 0.813 43.812
0.807 0.998 43.322
0.808 0.865 43.895
0.810 0.610 43.738
0.812 0.875 43.985
0.813 0.931 43.377
0.815 0.842 43.714
0.815 0.726 43.424
0.816 0.800 43.803
0.816 0.782 43.714
0.816 0.805 43.586
0.817 0.838 43.722
0.818 0.677 43.654
0.818 0.676 43.729
0.818 0.859 43.228
0.820 0.931 43.934
0.822 0.827 43.449
0.822 0.887 43.508
0.824 0.702 43.522
0.825 0.568 43.780
0.826 0.783 43.785
0.827 0.824 43.789
0.828 0.914 43.453
0.828 0.778 43.658
0.830 0.771 43.442
0.830 0.814 43.079
0.830 0.772 43.706
0.831 0.882 43.867
0.810 0.831 43.531
0.831 0.772 43.532
0.833 0.779 43.588
0.834 0.841 43.874
0.834 0.776 43.804
0.834 0.872 43.760
0.834 0.825 43.461
0.836 0.978 43.597
0.836 0.777 43.735
0.836 0.994 43.474
0.840 0.844 43.351
0.844 0.905 43.534
0.844 0.890 43.570
0.844 0.670 43.973
0.834 0.844 43.632
0.845 0.830 43.594
0.771 0.846 43.581
0.847 0.870 44.088
0.847 0.734 43.211
0.847 0.794 43.597
0.848 0.893 43.804
0.848 0.821 43.569
0.849 0.816 43.878
0.851 1.105 43.524
0.854 0.878 43.805
0.854 0.875 43.796
0.854 0.915 43.774
0.855 0.896 43.408
0.855 0.731 43.595
0.858 0.819 43.408
0.858 0.767 43.806
0.858 0.797 43.509
0.860 0.875 43.846
0.867 0.758 43.564
0.869 0.813 43.782
0.870 0.751 43.917
0.871 0.845 44.033
0.874 0.993 43.958
0.874 0.662 43.405
0.875 0.976 43.966
0.876 0.991 43.475
0.764 0.878 43.798
0.880 0.835 43.823
0.881 0.745 43.642
0.881 0.918 43.507
0.883 0.898 44.031
0.885 0.833 43.864
0.885 0.781 44.121
0.886 0.824 43.677
0.890 1.051 44.135
0.890 0.896 43.993
0.890 0.750 43.876
0.892 0.828 43.927
0.894 0.803 43.934
0.895 0.908 43.956
0.895 0.774 43.778
0.896 1.149 43.650
0.896 0.863 44.019
0.896 0.743 44.140
0.898 0.910 43.997
0.899 0.758 43.910
0.899 0.966 43.862
0.899 1.015 44.137
0.900 0.750 43.800
0.902 0.849 43.739
1.009 0.902 44.000
0.903 0.781 43.793
0.904 0.846 44.043
0.905 0.852 43.817
0.905 0.906 43.877
0.910 0.906 43.844
0.906 0.745 43.944
0.910 1.006 44.239
0.910 0.901 44.353
0.912 0.934 44.112
0.913 0.927 43.760
0.913 0.781 43.800
0.918 0.914 43.606
0.918 0.795 43.564
0.919 1.051 43.793
0.920 0.874 43.899
0.920 1.091 44.251
0.873 0.921 44.030
0.924 0.856 43.949
0.925 0.920 44.037
0.926 0.858 44.002
0.958 0.927 43.934
0.928 0.864 43.826
0.929 1.025 44.020
0.930 0.780 43.810
0.931 0.787 44.353
0.931 0.773 43.641
0.934 0.879 44.095
0.937 1.008 43.811
0.937 0.970 44.100
0.937 0.996 44.041
0.937 0.883 44.088
0.938 0.753 44.025
0.939 1.112 43.978
0.939 0.841 43.775
0.911 0.940 44.324
0.940 0.822 44.168
0.940 1.011 43.798
0.942 1.195 44.058
0.944 0.853 43.845
0.945 0.809 43.679
0.945 0.820 43.818
0.947 0.917 44.098
0.947 0.906 44.472
0.947 0.867 44.041
0.948 0.900 44.180
0.949 0.970 44.702
0.950 1.008 44.049
0.951 0.997 44.063
0.951 0.902 44.259
0.952 0.980 44.107
0.976 0.952 44.499
0.952 1.141 43.831
0.952 1.086 43.776
0.953 0.981 43.970
0.954 1.159 44.114
0.957 1.003 44.417
0.957 0.970 44.005
0.958 1.066 43.968
0.959 0.871 43.861
0.959 0.951 44.519
0.959 1.124 43.826
0.960 1.017 43.733
0.961 1.031 43.965
0.961 0.951 43.671
0.961 0.960 43.772
0.962 0.883 44.255
0.962 0.840 44.056
0.963 0.909 44.105
0.964 1.125 44.144
0.964 0.831 43.940
0.964 0.995 43.858
0.965 1.092 44.058
0.965 0.981 43.924
0.965 1.041 43.734
0.965 0.970 44.076
0.966 0.857 43.946
0.968 0.872 44.118
0.968 1.068 44.333
0.969 0.814 44.266
0.970 0.874 43.985
0.910 0.971 44.272
0.973 1.056 43.835
0.973 0.991 43.792
0.974 0.983 44.222
0.974 1.023 43.949
0.975 0.977 44.189
0.868 0.976 44.224
0.977 1.114 43.635
0.977 0.910 44.386
1.011 0.978 44.430
0.979 0.883 43.600
0.979 1.046 44.057
0.979 0.917 44.426
0.979 1.138 44.045
0.982 0.975 44.236
0.949 0.982 44.192
0.983 1.025 44.151
0.807 0.984 44.039
0.984 0.935 44.531
0.985 0.939 44.014
0.985 1.083 44.315
0.986 1.052 43.987
0.986 1.047 44.028
0.986 1.218 44.300
0.987 1.016 44.159
0.988 0.979 44.193
0.989 0.935 43.938
0.991 1.013 44.474
0.993 1.130 43.995
0.995 1.048 44.168
1.092 0.995 44.043
0.995 0.934 44.078
0.997 0.901 44.266
0.998 0.940 44.005
0.998 1.169 43.987
0.999 0.923 44.217
1.000 0.963 44.357
1.000 1.153 44.196
