# Error in z 0.04*(1+z) 
# Error in mu 0.20 for Ia and 1.50 for nonaIa 
# Type=1 for Ia, 0 otherwise 
# cor_z=1 if z_obs correct host, 0 otherwise 
# z_true z_obs z_2 mu_t mu_o type cor_z 
0.196	0.196	0.216	39.977	39.571	1	1
0.199	0.134	0.199	40.015	40.053	1	0
0.201	0.022	0.201	40.033	40.102	1	0
0.201	0.201	0.254	40.033	40.039	1	1
0.201	0.201	0.364	40.034	39.728	1	1
0.202	0.202	0.245	40.054	40.061	1	1
0.203	0.203	0.24	40.062	39.971	1	1
0.203	0.203	0.359	40.062	39.907	1	1
0.203	0.203	0.283	40.066	40.247	1	1
0.204	0.204	0.189	40.069	40.152	1	1
0.205	0.205	0.17	40.085	40.119	1	1
0.205	0.205	0.077	40.087	42.924	0	1
0.206	0.206	0.29	40.096	40.231	1	1
0.208	0.208	0.219	40.12	40.055	1	1
0.208	0.208	0.182	40.125	39.769	1	1
0.211	0.211	0.142	40.15	45.451	0	1
0.211	0.211	0.112	40.152	39.887	1	1
0.211	0.211	0.032	40.153	40.234	1	1
0.212	0.212	0.146	40.162	40.173	1	1
0.212	0.277	0.212	40.172	40.174	1	0
0.213	0.213	0.245	40.177	40.14	1	1
0.214	0.161	0.214	40.186	40.097	1	0
0.215	0.215	0.21	40.204	39.981	1	1
0.215	0.215	0.05	40.204	40.202	1	1
0.218	0.183	0.218	40.229	40.215	1	0
0.22	0.22	0.247	40.251	40.509	1	1
0.222	0.222	0.176	40.28	40.334	1	1
0.222	0.222	0.372	40.284	40.425	1	1
0.223	0.223	0.015	40.288	40.042	1	1
0.224	0.27	0.224	40.297	40.698	1	0
0.225	0.225	0.247	40.315	40.357	1	1
0.226	0.145	0.226	40.324	40.584	1	0
0.226	0.226	0.35	40.327	40.277	1	1
0.232	0.232	0.302	40.383	40.391	1	1
0.233	0.233	0.438	40.397	40.614	1	1
0.233	0.233	0.171	40.401	40.423	1	1
0.235	0.235	0.133	40.413	40.508	1	1
0.236	0.236	0.271	40.432	40.337	1	1
0.237	0.237	0.25	40.442	40.515	1	1
0.242	0.279	0.242	40.485	40.577	1	0
0.242	0.242	0.152	40.491	40.574	1	1
0.243	0.243	0.247	40.5	47.986	0	1
0.245	0.245	0.245	40.517	40.398	1	1
0.246	0.246	0.33	40.534	40.398	1	1
0.247	0.247	0.319	40.54	40.258	1	1
0.248	0.248	0.143	40.547	40.942	1	1
0.248	0.235	0.248	40.552	40.55	1	0
0.248	0.248	0.25	40.552	40.373	1	1
0.253	0.253	0.215	40.597	40.629	1	1
0.253	0.253	0.206	40.598	40.477	1	1
0.253	0.253	0.178	40.6	40.929	1	1
0.255	0.186	0.255	40.619	40.487	1	0
0.257	0.257	0.32	40.635	41.698	0	1
0.258	0.258	0.079	40.644	40.81	1	1
0.258	0.258	0.114	40.645	40.602	1	1
0.258	0.258	0.251	40.65	42.185	0	1
0.259	0.259	0.325	40.655	40.59	1	1
0.263	0.263	0.098	40.697	40.675	1	1
0.264	0.43	0.264	40.701	40.494	1	0
0.264	0.264	0.336	40.703	40.461	1	1
0.265	0.265	0.201	40.711	40.649	1	1
0.266	0.266	0.472	40.721	40.655	1	1
0.266	0.23	0.266	40.725	40.756	1	0
0.268	0.268	0.156	40.741	40.809	1	1
0.268	0.268	0.259	40.743	40.911	1	1
0.269	0.269	0.318	40.752	40.717	1	1
0.269	0.168	0.269	40.752	40.744	1	0
0.269	0.269	0.427	40.754	40.649	1	1
0.27	0.27	0.52	40.756	40.972	1	1
0.271	0.271	0.224	40.766	40.818	1	1
0.272	0.272	0.269	40.777	40.613	1	1
0.272	0.272	0.31	40.781	40.838	1	1
0.272	0.272	0.396	40.781	40.761	1	1
0.273	0.273	0.208	40.784	40.489	1	1
0.276	0.308	0.276	40.812	40.533	1	0
0.278	0.278	0.344	40.833	40.56	1	1
0.279	0.279	0.458	40.843	42.591	0	1
0.28	0.28	0.194	40.848	40.676	1	1
0.28	0.28	0.298	40.85	40.846	1	1
0.28	0.28	0.332	40.853	40.853	1	1
0.281	0.281	0.163	40.861	41.104	1	1
0.281	0.281	0.174	40.862	40.941	1	1
0.282	0.192	0.282	40.864	41.197	1	0
0.284	0.284	0.375	40.888	40.63	1	1
0.286	0.286	0.262	40.899	40.744	1	1
0.287	0.271	0.287	40.913	41.083	1	0
0.291	0.291	0.304	40.948	40.82	1	1
0.294	0.294	0.283	40.97	40.934	1	1
0.294	0.529	0.294	40.973	42.268	0	0
0.295	0.295	0.196	40.982	40.89	1	1
0.297	0.297	0.303	41.0	40.949	1	1
0.297	0.297	0.323	41.0	44.722	0	1
0.298	0.298	0.135	41.002	40.936	1	1
0.298	0.298	0.274	41.008	41.075	1	1
0.299	0.299	0.416	41.01	40.989	1	1
0.299	0.299	0.334	41.012	41.166	1	1
0.299	0.299	0.285	41.013	41.025	1	1
0.299	0.299	0.24	41.017	40.438	1	1
0.3	0.3	0.251	41.02	40.999	1	1
0.301	0.301	0.247	41.034	40.811	1	1
0.302	0.302	0.183	41.038	41.117	1	1
0.302	0.302	0.163	41.04	41.114	1	1
0.303	0.303	0.139	41.047	41.215	1	1
0.303	0.303	0.415	41.048	40.799	1	1
0.305	0.305	0.252	41.063	41.275	1	1
0.305	0.305	0.167	41.066	41.008	1	1
0.307	0.307	0.239	41.077	41.406	1	1
0.307	0.307	0.451	41.079	41.144	1	1
0.308	0.308	0.203	41.089	40.794	1	1
0.313	0.313	0.397	41.132	41.244	1	1
0.314	0.314	0.332	41.133	41.192	1	1
0.315	0.171	0.315	41.142	41.017	1	0
0.316	0.385	0.316	41.156	40.801	1	0
0.316	0.316	0.303	41.156	41.239	1	1
0.317	0.317	0.427	41.16	40.97	1	1
0.317	0.414	0.317	41.162	41.201	1	0
0.319	0.319	0.312	41.179	41.382	1	1
0.321	0.321	0.382	41.189	41.318	1	1
0.321	0.321	0.466	41.193	41.337	1	1
0.321	0.321	0.523	41.193	41.244	1	1
0.322	0.322	0.403	41.196	41.02	1	1
0.322	0.322	0.186	41.197	41.085	1	1
0.323	0.323	0.497	41.204	41.687	0	1
0.323	0.323	0.532	41.207	40.937	1	1
0.324	0.324	0.125	41.213	41.295	1	1
0.324	0.324	0.302	41.214	41.231	1	1
0.325	0.325	0.256	41.225	40.827	1	1
0.326	0.326	0.282	41.23	41.322	1	1
0.326	0.435	0.326	41.231	41.383	1	0
0.327	0.327	0.233	41.239	41.252	1	1
0.329	0.329	0.232	41.25	41.655	1	1
0.329	0.329	0.482	41.257	41.516	1	1
0.331	0.331	0.287	41.27	41.514	1	1
0.331	0.331	0.287	41.271	41.285	1	1
0.336	0.336	0.225	41.306	41.533	1	1
0.336	0.336	0.276	41.31	41.26	1	1
0.337	0.337	0.334	41.317	41.494	1	1
0.338	0.281	0.338	41.323	42.369	0	0
0.34	0.34	0.539	41.336	41.603	1	1
0.34	0.34	0.365	41.337	41.281	1	1
0.344	0.344	0.451	41.363	41.483	1	1
0.346	0.346	0.443	41.38	41.601	1	1
0.347	0.347	0.04	41.385	41.564	1	1
0.347	0.347	0.37	41.387	41.133	1	1
0.347	0.347	0.239	41.387	41.386	1	1
0.35	0.359	0.35	41.411	43.073	0	0
0.351	0.351	0.187	41.42	41.46	1	1
0.355	0.355	0.274	41.445	41.328	1	1
0.356	0.356	0.337	41.453	41.584	1	1
0.357	0.41	0.357	41.461	41.201	1	0
0.358	0.358	0.418	41.47	41.17	1	1
0.361	0.361	0.495	41.489	44.012	0	1
0.363	0.363	0.496	41.503	41.282	1	1
0.366	0.366	0.421	41.52	41.437	1	1
0.366	0.51	0.366	41.523	41.195	1	0
0.367	0.367	0.341	41.533	41.508	1	1
0.367	0.505	0.367	41.533	41.823	1	0
0.367	0.425	0.367	41.533	41.238	1	0
0.368	0.368	0.375	41.536	41.379	1	1
0.369	0.369	0.529	41.543	41.546	1	1
0.37	0.37	0.465	41.549	41.324	1	1
0.37	0.222	0.37	41.552	41.414	1	0
0.371	0.371	0.425	41.557	41.447	1	1
0.372	0.372	0.369	41.562	41.425	1	1
0.372	0.372	0.352	41.566	41.176	1	1
0.376	0.376	0.454	41.589	41.506	1	1
0.378	0.276	0.378	41.604	41.868	1	0
0.378	0.18	0.378	41.606	41.5	1	0
0.378	0.378	0.313	41.608	41.562	1	1
0.38	0.38	0.567	41.62	41.289	1	1
0.38	0.38	0.298	41.621	41.557	1	1
0.382	0.382	0.412	41.632	41.696	1	1
0.383	0.383	0.314	41.64	41.332	1	1
0.383	0.383	0.453	41.64	41.663	1	1
0.384	0.384	0.333	41.646	41.517	1	1
0.388	0.504	0.388	41.673	41.647	1	0
0.388	0.388	0.304	41.674	41.799	1	1
0.389	0.389	0.365	41.675	41.558	1	1
0.389	0.389	0.464	41.678	41.707	1	1
0.39	0.39	0.315	41.684	41.878	1	1
0.39	0.39	0.245	41.686	41.626	1	1
0.392	0.392	0.339	41.699	41.434	1	1
0.393	0.393	0.483	41.706	41.74	1	1
0.394	0.394	0.424	41.712	41.783	1	1
0.395	0.395	0.323	41.717	41.651	1	1
0.395	0.395	0.427	41.72	41.828	1	1
0.396	0.396	0.542	41.726	41.698	1	1
0.398	0.398	0.306	41.735	41.708	1	1
0.398	0.398	0.262	41.739	43.255	0	1
0.398	0.398	0.246	41.739	41.828	1	1
0.399	0.399	0.486	41.742	41.552	1	1
0.401	0.401	0.501	41.756	41.771	1	1
0.401	0.401	0.497	41.757	41.623	1	1
0.402	0.402	0.442	41.761	41.896	1	1
0.403	0.403	0.472	41.771	41.592	1	1
0.406	0.406	0.374	41.785	41.869	1	1
0.406	0.406	0.32	41.787	41.706	1	1
0.406	0.406	0.504	41.79	42.038	1	1
0.407	0.407	0.374	41.793	41.533	1	1
0.409	0.409	0.253	41.804	41.701	1	1
0.412	0.412	0.339	41.825	47.302	0	1
0.412	0.412	0.51	41.827	41.877	1	1
0.413	0.413	0.386	41.829	41.513	1	1
0.414	0.337	0.414	41.835	41.617	1	0
0.414	0.414	0.367	41.836	41.648	1	1
0.416	0.416	0.328	41.851	41.903	1	1
0.417	0.417	0.325	41.855	42.096	1	1
0.417	0.417	0.236	41.859	42.029	1	1
0.418	0.418	0.34	41.859	42.008	1	1
0.418	0.418	0.429	41.862	41.54	1	1
0.418	0.418	0.625	41.862	41.576	1	1
0.418	0.418	0.342	41.863	41.856	1	1
0.418	0.418	0.318	41.865	42.133	1	1
0.42	0.42	0.623	41.874	41.636	1	1
0.421	0.421	0.565	41.88	41.661	1	1
0.429	0.429	0.303	41.931	41.87	1	1
0.43	0.43	0.375	41.932	41.908	1	1
0.43	0.43	0.692	41.935	41.62	0	1
0.431	0.431	0.503	41.941	41.852	1	1
0.432	0.432	0.538	41.948	41.893	1	1
0.434	0.434	0.482	41.958	41.763	1	1
0.434	0.434	0.451	41.958	42.038	1	1
0.435	0.435	0.386	41.964	41.802	1	1
0.435	0.435	0.56	41.966	41.952	1	1
0.436	0.436	0.495	41.968	41.962	1	1
0.436	0.436	0.525	41.969	41.888	1	1
0.436	0.436	0.441	41.971	42.316	1	1
0.436	0.436	0.569	41.971	41.793	1	1
0.437	0.437	0.38	41.977	42.535	0	1
0.442	0.449	0.442	42.004	42.228	1	0
0.442	0.442	0.541	42.004	42.148	1	1
0.443	0.443	0.549	42.011	41.894	1	1
0.443	0.443	0.398	42.012	42.303	1	1
0.444	0.444	0.405	42.016	42.282	1	1
0.446	0.446	0.504	42.027	41.952	1	1
0.448	0.448	0.343	42.04	41.825	1	1
0.449	0.449	0.498	42.048	42.296	1	1
0.45	0.45	0.407	42.051	42.181	1	1
0.45	0.45	0.491	42.052	42.169	1	1
0.452	0.452	0.576	42.062	43.637	0	1
0.453	0.453	0.656	42.067	41.929	1	1
0.453	0.453	0.434	42.067	42.252	1	1
0.455	0.455	0.418	42.079	42.14	1	1
0.455	0.455	0.366	42.079	41.77	1	1
0.456	0.456	0.509	42.085	43.871	0	1
0.457	0.457	0.406	42.092	42.26	1	1
0.458	0.458	0.448	42.095	42.18	1	1
0.461	0.461	0.602	42.117	42.285	1	1
0.462	0.462	0.524	42.118	42.318	1	1
0.462	0.462	0.375	42.122	42.384	1	1
0.465	0.465	0.367	42.139	42.265	1	1
0.466	0.466	0.428	42.141	42.523	1	1
0.467	0.467	0.34	42.146	42.253	1	1
0.467	0.467	0.428	42.15	42.274	1	1
0.468	0.468	0.585	42.151	42.265	1	1
0.468	0.468	0.459	42.152	42.24	1	1
0.469	0.578	0.469	42.157	42.411	1	0
0.469	0.469	0.46	42.157	42.209	1	1
0.47	0.47	0.412	42.166	42.369	1	1
0.47	0.47	0.515	42.167	42.378	1	1
0.471	0.471	0.36	42.172	41.906	1	1
0.474	0.474	0.398	42.189	42.294	1	1
0.475	0.475	0.371	42.193	42.795	0	1
0.475	0.475	0.448	42.194	42.276	1	1
0.476	0.476	0.515	42.195	41.805	1	1
0.476	0.476	0.638	42.197	42.469	1	1
0.477	0.477	0.512	42.202	42.607	1	1
0.478	0.478	0.431	42.206	42.244	1	1
0.48	0.48	0.467	42.217	42.49	1	1
0.48	0.711	0.48	42.219	42.345	1	0
0.481	0.481	0.455	42.225	42.435	1	1
0.482	0.482	0.446	42.228	42.135	1	1
0.482	0.482	0.588	42.23	42.365	1	1
0.482	0.482	0.491	42.231	42.259	1	1
0.484	0.484	0.38	42.24	42.176	1	1
0.484	0.484	0.574	42.242	42.388	1	1
0.485	0.485	0.329	42.244	42.579	1	1
0.487	0.487	0.453	42.256	42.335	1	1
0.49	0.49	0.487	42.27	42.439	1	1
0.491	0.491	0.422	42.278	42.429	1	1
0.491	0.491	0.466	42.279	42.185	1	1
0.491	0.491	0.496	42.28	42.207	1	1
0.492	0.492	0.482	42.283	42.348	1	1
0.493	0.493	0.495	42.288	42.105	1	1
0.494	0.494	0.538	42.292	42.25	1	1
0.495	0.495	0.594	42.296	42.21	1	1
0.495	0.495	0.429	42.3	42.12	1	1
0.495	0.495	0.562	42.301	42.189	1	1
0.498	0.498	0.591	42.315	42.378	1	1
0.499	0.499	0.487	42.321	42.344	1	1
0.501	0.501	0.46	42.329	42.207	1	1
0.503	0.503	0.566	42.338	42.14	1	1
0.504	0.566	0.504	42.343	42.297	1	0
0.504	0.504	0.569	42.344	42.285	1	1
0.504	0.504	0.559	42.347	42.335	1	1
0.505	0.505	0.615	42.35	42.279	1	1
0.505	0.505	0.565	42.353	42.341	1	1
0.508	0.508	0.517	42.364	44.462	0	1
0.509	0.509	0.47	42.37	42.249	1	1
0.511	0.511	0.486	42.381	42.115	1	1
0.511	0.511	0.519	42.383	42.311	1	1
0.513	0.513	0.375	42.389	42.578	1	1
0.513	0.513	0.557	42.392	42.337	1	1
0.513	0.477	0.513	42.393	42.123	1	0
0.514	0.514	0.439	42.399	42.396	1	1
0.515	0.515	0.391	42.403	42.74	1	1
0.515	0.515	0.591	42.404	42.164	1	1
0.516	0.516	0.447	42.406	42.414	1	1
0.516	0.516	0.541	42.407	42.397	1	1
0.516	0.516	0.429	42.408	42.603	1	1
0.516	0.516	0.496	42.408	42.384	1	1
0.517	0.517	0.382	42.412	42.114	1	1
0.518	0.518	0.608	42.416	42.287	1	1
0.519	0.519	0.624	42.423	42.694	1	1
0.52	0.52	0.441	42.427	42.49	1	1
0.521	0.521	0.563	42.431	42.577	1	1
0.522	0.522	0.497	42.438	42.266	1	1
0.523	0.523	0.239	42.444	42.627	1	1
0.524	0.524	0.589	42.446	42.3	1	1
0.525	0.525	0.508	42.453	42.804	1	1
0.525	0.525	0.501	42.454	42.68	1	1
0.528	0.254	0.528	42.464	42.552	1	0
0.528	0.528	0.515	42.466	42.371	1	1
0.528	0.528	0.473	42.466	42.797	1	1
0.528	0.528	0.539	42.467	42.658	1	1
0.528	0.528	0.47	42.467	42.458	1	1
0.528	0.528	0.449	42.468	42.461	1	1
0.528	0.528	0.401	42.468	42.458	1	1
0.529	0.529	0.638	42.472	42.554	1	1
0.529	0.529	0.32	42.474	42.293	0	1
0.53	0.53	0.586	42.477	44.691	0	1
0.533	0.533	0.696	42.491	43.515	0	1
0.534	0.534	0.687	42.495	42.522	1	1
0.537	0.537	0.437	42.509	42.856	1	1
0.539	0.539	0.563	42.518	42.581	1	1
0.539	0.565	0.539	42.522	42.32	1	0
0.541	0.541	0.513	42.531	42.573	1	1
0.543	0.543	0.406	42.539	42.487	1	1
0.544	0.544	0.423	42.545	42.377	1	1
0.544	0.544	0.682	42.545	42.801	1	1
0.545	0.326	0.545	42.549	42.634	1	0
0.545	0.545	0.385	42.551	42.692	1	1
0.545	0.545	0.592	42.552	42.262	1	1
0.548	0.548	0.459	42.563	42.513	1	1
0.548	0.548	0.48	42.563	42.797	1	1
0.551	0.551	0.526	42.578	42.899	1	1
0.554	0.554	0.536	42.595	42.995	1	1
0.555	0.555	0.281	42.598	42.503	1	1
0.556	0.556	0.419	42.602	43.259	0	1
0.556	0.556	0.579	42.603	43.647	0	1
0.557	0.557	0.527	42.608	42.892	1	1
0.559	0.559	0.527	42.618	45.264	0	1
0.562	0.62	0.562	42.629	42.433	1	0
0.562	0.562	0.703	42.629	42.604	1	1
0.563	0.563	0.668	42.634	42.463	1	1
0.563	0.563	0.439	42.635	42.59	1	1
0.565	0.565	0.593	42.644	42.515	1	1
0.565	0.565	0.533	42.646	42.475	1	1
0.566	0.566	0.618	42.648	45.224	0	1
0.566	0.677	0.566	42.648	42.794	1	0
0.567	0.567	0.497	42.651	42.65	1	1
0.568	0.568	0.345	42.657	42.887	1	1
0.574	0.574	0.529	42.683	42.76	1	1
0.574	0.574	0.677	42.686	42.627	1	1
0.575	0.525	0.575	42.69	42.499	1	0
0.575	0.575	0.545	42.691	42.634	1	1
0.576	0.576	0.478	42.696	42.733	1	1
0.577	0.577	0.604	42.698	42.851	1	1
0.577	0.577	0.636	42.701	42.464	1	1
0.579	0.579	0.641	42.707	42.747	1	1
0.579	0.579	0.723	42.709	42.798	1	1
0.58	0.577	0.58	42.711	43.114	1	0
0.582	0.582	0.527	42.724	42.484	1	1
0.583	0.583	0.678	42.726	42.67	1	1
0.583	0.583	0.648	42.727	43.091	1	1
0.585	0.585	0.509	42.735	43.179	1	1
0.586	0.586	0.688	42.738	42.939	1	1
0.586	0.586	0.556	42.742	42.659	1	1
0.588	0.588	0.538	42.748	42.686	1	1
0.588	0.588	0.441	42.75	42.701	1	1
0.589	0.589	0.621	42.754	42.928	1	1
0.589	0.589	0.709	42.754	42.526	1	1
0.593	0.593	0.66	42.773	42.555	1	1
0.594	0.594	0.609	42.775	45.951	0	1
0.595	0.595	0.656	42.778	42.562	1	1
0.596	0.596	0.492	42.782	42.927	1	1
0.596	0.596	0.778	42.784	42.852	1	1
