# Error in mu 0.20
# z   mu
0.377 41.065
0.388 41.565
0.441 41.571
0.315 41.364
0.433 41.219
0.347 41.518
0.337 41.536
0.433 41.546
0.350 41.591
0.274 41.717
0.391 41.352
0.304 41.630
0.333 41.392
0.418 41.247
0.370 41.729
0.468 41.639
0.389 41.720
0.405 41.616
0.392 41.405
0.451 41.630
0.418 42.047
0.293 41.587
0.393 41.347
0.373 41.412
0.373 41.633
0.332 41.874
0.418 41.695
0.474 41.555
0.401 41.678
0.468 41.509
0.446 41.980
0.352 41.431
0.415 42.226
0.432 41.452
0.394 41.877
0.334 41.853
0.392 41.927
0.391 41.575
0.321 41.596
0.429 41.609
0.312 41.857
0.345 41.882
0.432 41.873
0.430 41.631
0.356 41.958
0.460 41.850
0.469 41.862
0.452 41.985
0.487 41.841
0.376 42.085
0.280 41.901
0.375 41.670
0.362 41.789
0.370 41.782
0.333 41.575
0.367 42.490
0.347 42.142
0.418 41.703
0.341 41.734
0.536 41.430
0.426 41.855
0.367 41.741
0.477 41.521
0.446 41.715
0.436 41.700
0.464 42.135
0.391 42.017
0.422 41.817
0.440 41.938
0.507 41.785
0.446 41.872
0.487 41.965
0.379 41.936
0.451 42.061
0.358 41.542
0.470 41.936
0.346 41.981
0.481 41.939
0.473 42.084
0.549 41.914
0.423 41.972
0.423 42.016
0.340 42.457
0.366 42.052
0.453 41.913
0.389 42.082
0.406 42.232
0.418 42.370
0.521 41.825
0.564 42.125
0.366 42.114
0.366 42.403
0.392 42.079
0.440 41.999
0.357 42.066
0.415 41.840
0.534 41.881
0.539 42.105
0.387 41.966
0.380 42.154
0.505 41.767
0.313 42.077
0.435 42.003
0.533 41.909
0.483 42.172
0.423 42.353
0.512 42.219
0.502 41.913
0.525 42.388
0.441 42.110
0.420 42.132
0.454 42.247
0.449 41.758
0.446 41.696
0.466 42.029
0.456 42.229
0.565 42.152
0.416 41.994
0.505 42.216
0.433 41.915
0.437 42.206
0.489 42.234
0.463 42.215
0.417 42.401
0.565 41.951
0.498 42.471
0.599 42.331
0.507 42.478
0.513 42.080
0.498 42.118
0.505 42.385
0.425 42.046
0.445 41.984
0.514 42.411
0.486 42.347
0.577 42.306
0.509 42.183
0.495 42.317
0.349 42.146
0.454 42.444
0.492 42.217
0.505 42.147
0.499 42.083
0.505 42.325
0.523 42.449
0.410 42.405
0.534 42.613
0.509 42.548
0.445 42.461
0.472 42.658
0.470 42.090
0.486 42.769
0.509 42.640
0.552 42.627
0.510 42.510
0.510 42.416
0.489 42.745
0.579 42.691
0.474 42.308
0.473 42.305
0.420 42.322
0.398 42.557
0.645 42.198
0.481 42.485
0.548 42.051
0.612 42.466
0.649 42.274
0.416 42.717
0.626 42.508
0.542 42.732
0.571 42.377
0.513 42.191
0.544 42.473
0.532 42.630
0.606 42.263
0.533 42.413
0.458 42.216
0.555 42.620
0.437 42.475
0.580 42.349
0.646 42.413
0.583 42.626
0.528 42.866
0.524 42.445
0.499 42.526
0.520 42.531
0.478 42.522
0.528 42.682
0.604 42.803
0.575 42.855
0.566 42.700
0.461 42.512
0.655 42.306
0.533 42.776
0.540 42.376
0.552 42.491
0.556 42.222
0.587 42.805
0.514 42.438
0.688 42.903
0.578 42.803
0.597 42.427
0.512 42.485
0.579 42.662
0.561 42.639
0.503 42.725
0.465 42.646
0.489 42.691
0.530 42.601
0.619 42.725
0.505 42.544
0.743 42.340
0.525 42.780
0.490 42.803
0.616 42.893
0.546 42.513
0.534 42.791
0.518 42.767
0.683 42.317
0.462 42.523
0.632 42.367
0.606 42.886
0.589 42.359
0.621 42.852
0.573 42.741
0.657 42.603
0.708 42.906
0.523 42.513
0.562 42.879
0.682 42.630
0.559 42.698
0.546 42.821
0.621 42.889
0.607 42.727
0.582 43.036
0.643 42.862
0.598 42.526
0.635 42.860
0.621 42.547
0.649 42.924
0.580 42.698
0.569 42.899
0.597 42.516
0.601 42.975
0.558 42.816
0.497 42.996
0.581 43.155
0.643 42.540
0.688 42.731
0.725 43.039
0.572 42.667
0.581 42.580
0.598 42.487
0.549 42.692
0.593 42.915
0.549 42.836
0.480 42.771
0.640 43.133
0.618 42.169
0.681 42.956
0.603 42.798
0.635 43.165
0.554 42.736
0.689 42.436
0.561 43.224
0.605 42.700
0.554 42.743
0.494 42.930
0.730 42.819
0.682 42.677
0.598 43.272
0.595 43.047
0.591 42.536
0.654 42.650
0.713 43.031
0.606 42.635
0.685 43.125
0.613 43.231
0.697 42.816
0.524 43.641
0.621 42.762
0.575 43.035
0.647 42.893
0.697 42.686
0.522 42.873
0.742 42.799
0.549 42.609
0.515 43.120
0.567 42.789
0.643 43.010
0.602 42.461
0.675 42.869
0.706 43.096
0.703 43.134
0.544 43.128
0.738 42.996
0.638 42.824
0.680 43.122
0.643 43.236
0.632 43.099
0.613 42.931
0.627 43.164
0.660 42.772
0.653 43.236
0.680 43.245
0.598 43.341
0.683 42.857
0.650 42.691
0.632 43.351
0.677 43.081
0.627 43.057
0.708 43.194
0.512 42.798
0.651 43.143
0.714 43.230
0.651 43.154
0.598 43.000
0.678 43.156
0.715 42.920
0.714 43.010
0.665 42.845
0.618 42.762
0.884 43.105
0.596 43.021
0.686 43.186
0.588 43.158
0.638 43.020
0.656 43.339
0.696 42.853
0.664 43.209
0.597 43.196
0.676 43.088
0.817 43.446
0.692 43.043
0.680 43.400
0.636 43.432
0.535 43.190
0.746 43.250
0.632 43.010
0.720 43.244
0.603 42.828
0.650 43.042
0.587 43.324
0.614 42.970
0.688 43.124
0.748 43.233
0.646 43.067
0.740 43.040
0.631 43.376
0.645 43.352
0.694 43.439
0.789 43.101
0.653 43.041
0.740 43.488
0.748 43.025
0.660 42.742
0.624 43.156
0.747 43.238
0.835 43.522
0.724 43.311
0.725 43.513
0.659 43.199
0.745 42.981
0.681 43.381
0.768 43.583
0.664 43.157
0.685 43.493
0.860 42.968
0.775 43.313
0.734 43.278
0.696 43.193
0.822 43.059
0.681 43.297
0.667 43.456
0.827 43.057
0.646 43.236
0.695 43.384
0.734 43.678
0.709 43.354
0.662 43.401
0.741 43.223
0.759 43.150
0.778 43.782
0.516 43.724
0.687 43.504
0.742 43.459
0.789 43.071
0.817 43.390
0.686 43.196
0.686 43.192
0.654 43.498
0.733 43.572
0.717 42.867
0.777 43.133
0.723 43.387
0.752 43.389
0.831 43.136
0.688 43.477
0.702 43.559
0.641 43.195
0.786 43.556
0.770 43.386
0.855 43.112
0.650 43.160
0.638 43.324
0.870 43.699
0.660 43.000
0.732 43.640
0.756 43.284
0.766 43.588
0.731 43.510
0.796 43.321
0.753 43.630
0.871 43.597
0.756 43.694
0.717 43.484
0.811 43.382
0.772 43.782
0.784 43.469
0.834 43.405
0.791 43.600
0.784 43.525
0.746 43.434
0.844 44.003
0.811 43.432
0.738 43.513
0.737 43.364
0.729 43.676
0.859 43.506
0.717 43.514
0.755 43.599
0.808 43.410
0.816 43.300
0.708 43.870
0.772 43.321
0.766 43.464
0.706 43.600
0.742 43.403
0.774 43.454
0.724 43.323
0.760 43.227
0.849 43.567
0.703 43.489
0.837 43.534
0.796 43.563
0.851 42.997
0.791 43.853
0.715 43.699
0.739 43.930
0.987 43.495
0.882 43.461
0.766 43.555
0.769 43.521
0.950 44.242
0.891 43.329
0.871 43.638
0.809 43.819
0.692 43.375
0.769 43.651
0.878 43.613
0.760 43.812
0.793 43.379
0.735 43.388
0.655 43.764
0.700 43.768
0.797 43.764
0.807 43.707
0.798 43.821
0.749 43.280
0.931 43.392
0.851 43.829
0.946 43.822
0.881 43.446
0.781 43.753
0.800 43.659
0.812 43.487
0.867 43.613
0.877 43.589
0.792 43.488
0.853 43.906
0.834 43.687
0.807 43.476
0.797 43.653
0.836 43.951
0.918 43.725
0.814 43.703
0.803 43.742
0.926 43.519
0.717 43.879
0.850 43.810
0.675 43.692
0.845 43.651
0.799 43.634
0.849 43.907
0.854 44.137
0.845 43.990
0.796 43.797
0.954 43.943
0.770 43.943
0.800 43.840
0.897 43.701
0.930 43.710
0.821 43.531
0.733 43.943
0.887 43.928
0.819 43.921
0.916 44.115
0.898 43.687
0.812 43.682
0.788 43.786
0.941 43.906
0.873 43.963
0.872 43.719
0.945 44.023
0.758 43.940
0.913 43.758
0.851 44.524
0.912 43.626
0.694 43.753
0.868 44.300
0.852 43.787
0.814 43.916
0.788 43.932
0.811 43.794
0.858 44.096
0.870 43.478
0.858 43.673
0.851 43.828
0.887 43.698
0.833 43.923
0.916 43.597
0.987 43.869
1.048 43.576
0.957 43.978
0.867 43.901
0.804 43.880
0.806 44.478
0.805 43.848
0.935 43.765
0.760 43.876
0.955 43.828
0.883 43.900
0.973 43.549
0.941 43.752
0.885 43.851
0.792 43.723
0.866 43.961
0.678 43.594
0.892 44.049
0.859 43.689
0.842 43.623
0.967 44.063
0.935 44.012
0.882 43.826
0.923 43.651
0.908 43.862
0.880 44.117
0.929 44.177
0.948 43.846
1.045 43.845
0.930 43.715
0.792 43.832
0.865 43.972
0.877 44.150
0.833 43.856
0.995 44.037
1.022 43.944
0.876 43.974
0.873 43.905
0.955 44.075
0.836 44.085
1.043 43.720
1.126 43.963
0.928 43.853
0.929 43.925
0.873 43.872
0.969 44.130
0.885 43.868
0.936 43.845
0.803 44.058
0.822 43.945
0.911 43.957
0.973 43.781
0.987 44.235
1.008 44.016
0.920 44.131
0.950 43.649
0.981 43.862
0.968 44.086
1.016 44.035
0.898 43.956
1.065 43.475
1.060 43.949
0.949 43.915
1.074 43.931
0.894 43.926
0.903 44.282
0.986 43.887
0.846 44.350
1.012 43.902
1.125 43.644
0.848 44.165
0.926 44.406
0.805 43.788
0.991 44.046
1.017 44.427
1.085 44.056
0.986 44.054
1.106 44.234
0.869 44.114
1.197 43.908
1.055 44.271
1.033 43.884
0.943 44.151
0.975 44.011
0.955 43.662
1.033 44.374
1.022 44.299
0.987 43.979
1.050 44.335
0.953 44.244
0.972 43.970
1.072 44.500
1.014 44.057
0.954 44.360
0.949 44.149
1.156 44.421
1.103 43.924
1.045 44.382
0.918 44.281
0.980 44.128
0.931 44.691
1.099 44.274
0.942 44.557
0.895 44.537
0.930 44.081
0.961 44.253
0.960 43.866
0.996 44.282
