# Error in mu 0.20
# z   mu
0.282 41.332
0.382 41.639
0.329 41.511
0.337 41.703
0.387 41.953
0.300 41.765
0.455 41.898
0.377 41.141
0.417 41.342
0.284 41.461
0.409 41.546
0.425 41.625
0.391 41.581
0.367 41.665
0.433 41.225
0.418 41.700
0.467 41.096
0.390 41.169
0.365 41.809
0.332 41.725
0.391 41.727
0.365 41.948
0.417 41.430
0.440 41.537
0.317 41.466
0.354 41.593
0.302 41.476
0.469 41.933
0.432 41.035
0.264 41.589
0.415 41.958
0.288 41.526
0.425 42.159
0.413 41.496
0.435 41.827
0.376 41.766
0.453 41.415
0.368 41.922
0.351 42.005
0.428 42.128
0.387 41.830
0.393 41.861
0.448 41.764
0.386 41.890
0.386 41.789
0.450 41.945
0.342 41.654
0.403 41.986
0.457 41.617
0.403 41.649
0.360 41.776
0.480 41.623
0.276 42.156
0.491 41.600
0.453 41.743
0.454 41.906
0.387 42.046
0.406 41.864
0.307 41.488
0.351 41.684
0.396 42.069
0.501 41.781
0.257 42.167
0.440 42.215
0.349 41.727
0.368 41.645
0.337 41.857
0.481 42.164
0.533 42.168
0.473 42.130
0.482 42.156
0.408 41.959
0.548 41.933
0.448 42.444
0.436 41.796
0.491 42.227
0.476 41.846
0.421 42.355
0.435 41.838
0.403 41.879
0.335 41.738
0.368 41.832
0.502 42.084
0.479 41.682
0.472 42.284
0.320 41.749
0.506 42.191
0.507 42.262
0.407 41.901
0.536 42.421
0.335 41.899
0.393 42.268
0.476 42.237
0.441 42.205
0.474 41.853
0.513 41.946
0.469 42.100
0.410 42.330
0.436 42.243
0.482 42.032
0.319 42.417
0.408 42.492
0.448 42.188
0.499 42.194
0.486 42.275
0.502 42.119
0.447 41.940
0.547 42.485
0.412 42.135
0.466 41.969
0.463 42.279
0.424 41.919
0.422 42.149
0.517 42.252
0.464 42.450
0.476 42.287
0.534 42.078
0.412 42.441
0.374 41.859
0.409 41.951
0.479 42.185
0.476 41.766
0.406 41.827
0.467 42.063
0.375 42.266
0.440 42.284
0.488 42.335
0.433 42.610
0.548 41.846
0.587 42.465
0.415 42.095
0.531 42.370
0.579 41.860
0.544 42.000
0.599 41.995
0.498 41.989
0.445 41.902
0.466 41.730
0.492 42.237
0.441 42.126
0.609 42.259
0.556 41.893
0.400 42.330
0.530 41.887
0.475 42.636
0.489 41.980
0.443 42.806
0.397 42.065
0.449 42.368
0.478 42.454
0.536 42.316
0.546 42.463
0.570 42.059
0.546 42.227
0.480 42.754
0.387 42.304
0.559 42.525
0.564 42.298
0.523 42.381
0.561 42.415
0.552 42.479
0.596 42.235
0.446 42.282
0.499 42.405
0.461 42.291
0.451 42.356
0.549 42.294
0.572 42.377
0.500 42.358
0.553 42.045
0.549 42.271
0.534 42.419
0.470 42.586
0.681 42.244
0.540 42.780
0.576 42.410
0.486 42.556
0.570 42.537
0.504 42.759
0.575 42.299
0.523 42.208
0.555 42.443
0.571 42.623
0.543 42.625
0.630 42.528
0.502 42.359
0.609 42.254
0.465 42.454
0.573 42.756
0.608 42.518
0.511 42.329
0.551 42.737
0.440 42.554
0.552 42.274
0.570 42.283
0.552 42.579
0.606 42.420
0.496 42.396
0.576 42.548
0.567 42.549
0.456 42.700
0.477 42.658
0.576 42.723
0.483 42.578
0.592 42.199
0.469 42.351
0.467 42.777
0.563 42.637
0.620 42.713
0.520 42.359
0.550 42.558
0.520 42.238
0.622 42.999
0.592 42.984
0.509 42.537
0.556 42.404
0.473 42.927
0.466 42.691
0.520 42.491
0.597 42.830
0.561 42.143
0.587 42.748
0.558 42.738
0.679 42.133
0.627 42.881
0.612 42.923
0.634 42.656
0.676 42.442
0.595 42.725
0.606 42.723
0.643 42.835
0.574 42.654
0.525 42.791
0.629 42.760
0.648 42.612
0.645 42.775
0.597 42.670
0.564 42.854
0.650 42.490
0.439 42.652
0.510 42.486
0.544 42.496
0.631 43.089
0.644 42.919
0.493 42.605
0.534 42.633
0.620 42.651
0.665 42.691
0.557 42.674
0.600 42.733
0.570 42.905
0.436 42.651
0.621 42.740
0.485 42.809
0.663 42.812
0.541 42.599
0.609 42.609
0.568 42.552
0.481 42.450
0.563 42.649
0.620 42.776
0.629 42.366
0.514 42.768
0.631 42.887
0.630 42.761
0.642 42.671
0.718 42.800
0.574 42.775
0.573 42.830
0.558 42.875
0.693 43.043
0.663 43.119
0.611 42.940
0.564 42.869
0.790 42.996
0.684 42.566
0.722 42.821
0.683 43.017
0.704 42.798
0.554 43.218
0.766 43.024
0.685 43.175
0.568 42.973
0.668 42.998
0.585 42.931
0.566 42.672
0.699 42.703
0.558 42.939
0.675 42.875
0.686 42.790
0.663 42.847
0.713 42.771
0.768 42.739
0.622 43.190
0.626 42.915
0.612 42.965
0.651 42.901
0.644 42.817
0.544 43.021
0.694 43.051
0.728 43.394
0.797 43.273
0.614 42.992
0.691 42.971
0.692 43.450
0.718 42.918
0.626 43.243
0.642 43.194
0.578 43.065
0.601 43.034
0.716 43.810
0.559 42.962
0.650 43.054
0.607 43.174
0.648 43.086
0.659 42.841
0.579 43.073
0.690 43.171
0.728 42.871
0.748 42.859
0.588 42.887
0.703 43.060
0.573 42.696
0.675 42.717
0.688 42.713
0.627 43.381
0.634 42.989
0.637 42.897
0.601 43.173
0.673 43.416
0.629 43.020
0.791 43.065
0.697 43.487
0.647 43.058
0.745 43.185
0.790 42.825
0.807 43.571
0.761 43.186
0.711 43.186
0.651 42.817
0.670 42.941
0.684 43.112
0.635 43.082
0.623 42.787
0.726 43.039
0.636 43.237
0.674 43.312
0.743 43.226
0.619 43.053
0.700 42.770
0.758 43.257
0.700 42.800
0.675 42.900
0.699 43.199
0.728 43.383
0.732 43.294
0.703 43.175
0.731 42.975
0.706 43.477
0.539 43.264
0.700 43.465
0.618 43.577
0.752 43.239
0.612 42.921
0.710 42.948
0.677 43.321
0.804 43.195
0.689 43.105
0.650 43.384
0.743 43.293
0.820 43.326
0.840 42.968
0.660 42.890
0.800 42.995
0.700 42.971
0.831 43.242
0.638 42.987
0.589 43.134
0.713 43.598
0.763 43.143
0.838 43.336
0.722 43.803
0.650 43.114
0.676 43.311
0.702 43.586
0.780 42.928
0.722 43.305
0.809 42.893
0.667 43.439
0.789 43.225
0.662 43.554
0.811 43.602
0.746 43.438
0.767 43.131
0.558 43.152
0.740 43.256
0.849 43.174
0.820 43.162
0.768 43.222
0.810 43.314
0.771 43.277
0.784 43.297
0.715 43.268
0.683 43.489
0.816 43.306
0.697 43.322
0.694 43.580
0.741 43.417
0.830 43.400
0.731 43.116
0.718 43.472
0.762 43.376
0.719 42.999
0.781 43.242
0.760 43.470
0.632 43.188
0.830 43.087
0.698 43.453
0.705 43.434
0.767 43.235
0.797 43.494
0.825 43.440
0.743 43.719
0.797 43.457
0.577 43.346
0.873 43.559
0.808 43.110
0.708 43.571
0.748 43.266
0.903 43.294
0.728 43.198
0.717 43.413
0.734 43.321
0.797 43.519
0.738 43.383
0.921 43.371
0.805 43.416
0.785 43.433
0.673 43.263
0.704 43.326
0.726 43.594
0.821 43.647
0.795 43.113
0.692 43.454
0.668 43.456
0.901 43.399
0.747 43.585
0.732 43.356
0.738 43.512
0.836 43.287
0.759 43.586
0.768 43.408
0.804 43.364
0.974 43.508
0.786 43.732
0.683 43.804
0.700 43.394
0.809 43.593
0.850 43.520
0.827 43.500
0.711 43.096
0.881 43.465
0.678 43.140
0.808 43.478
0.770 43.518
0.783 43.306
0.863 43.352
0.773 43.338
0.718 43.208
0.828 43.106
0.909 43.443
0.830 43.463
0.805 43.498
0.703 43.434
0.682 43.308
0.792 43.600
0.755 43.612
0.786 43.341
0.731 43.577
0.684 43.634
0.806 43.700
0.824 43.213
0.754 43.321
0.860 43.312
0.733 43.304
0.682 43.804
0.697 43.893
0.749 43.586
0.742 43.216
0.842 43.900
0.671 43.021
0.756 43.371
0.864 43.227
0.920 43.771
0.748 43.437
0.732 43.029
0.777 43.660
1.016 43.472
0.857 43.862
0.823 43.800
0.852 43.872
0.865 43.933
0.832 43.801
0.804 43.387
0.777 43.388
0.830 43.456
0.925 43.392
0.836 43.779
0.885 43.642
0.712 43.954
0.792 43.524
0.779 43.672
0.933 43.780
0.778 43.485
0.874 43.650
0.928 43.613
0.852 43.398
0.727 43.538
0.801 43.701
0.850 43.475
0.784 43.372
0.875 43.733
0.903 43.774
0.893 43.317
0.813 43.393
0.837 43.727
0.811 43.376
0.781 43.716
0.867 43.615
0.857 43.852
0.698 43.793
0.779 43.722
0.770 43.829
0.938 44.039
0.887 43.835
0.873 43.778
0.899 43.717
0.929 43.448
0.902 43.944
0.871 43.781
0.904 43.584
0.832 43.572
0.877 43.960
0.808 43.622
0.762 43.809
0.959 43.588
0.850 44.027
0.711 43.753
0.795 43.841
0.942 43.910
0.871 43.688
0.865 44.051
0.887 43.941
1.018 43.759
1.031 43.612
0.847 43.542
0.923 43.977
0.848 43.944
0.881 43.531
0.892 43.829
0.842 43.973
0.898 43.914
0.883 43.427
0.794 43.887
0.977 43.998
0.854 43.777
0.952 43.894
0.924 43.666
0.899 44.288
1.033 44.096
0.768 43.570
0.890 43.893
0.894 43.574
0.962 43.742
0.860 43.676
0.885 43.736
0.900 43.799
0.947 43.708
1.010 44.092
0.919 44.164
0.921 43.813
0.858 43.885
0.846 44.149
0.838 44.148
0.978 43.814
0.938 43.850
0.866 43.989
0.825 43.928
0.815 43.984
0.850 44.022
0.901 43.415
0.855 43.897
0.878 44.178
1.035 43.983
0.928 43.808
0.944 43.916
1.005 43.625
0.957 43.878
0.847 43.761
0.870 43.777
0.878 43.942
0.825 44.243
0.856 43.964
0.897 43.866
0.920 43.900
0.807 44.033
0.920 43.749
0.892 43.704
0.916 44.227
0.982 44.001
0.998 43.825
0.920 44.045
0.934 43.742
0.933 43.923
0.888 43.555
0.926 43.865
0.969 43.685
0.877 44.256
0.842 44.371
0.869 43.741
0.944 44.125
0.933 43.607
0.924 44.112
1.063 43.867
0.879 43.947
1.064 44.122
0.846 43.733
0.850 43.830
0.911 43.713
1.105 43.876
0.955 44.255
0.952 43.918
0.925 44.344
0.850 44.234
0.884 44.247
0.954 44.588
1.009 43.980
1.012 43.948
0.827 43.985
0.780 44.215
0.935 44.161
1.063 44.358
0.987 43.937
0.992 43.961
0.985 43.889
0.856 44.280
0.926 43.683
0.953 43.773
0.937 44.002
0.893 44.063
0.836 43.656
0.946 43.977
0.813 44.322
1.016 43.830
0.966 44.132
1.143 44.290
0.925 44.236
0.879 44.164
0.902 44.491
0.904 44.156
0.935 43.844
0.941 43.906
1.071 44.364
0.942 44.019
0.910 43.763
0.965 43.974
0.873 43.827
0.981 44.031
0.986 44.008
1.206 43.524
1.033 44.351
0.921 44.402
0.917 44.030
0.990 44.097
0.979 44.053
0.957 43.806
0.870 44.125
1.059 43.868
0.887 44.072
1.075 44.223
0.907 44.304
0.943 44.013
1.016 44.315
1.116 44.178
0.977 44.332
0.981 43.990
0.783 43.971
0.936 44.254
1.083 43.977
0.964 44.335
0.884 43.962
0.995 44.048
0.944 44.508
1.090 44.104
